scheduler,profile,vehicles,cores,exec,overrun,net_delay_ms,seed,vehicle,sample,t_s,ref_step,from_ref_step,zone,zone_name,vel,ff_ref_0,ff_ref_1,act_out,phys_0_yaw_rate,phys_1_slip,phys_2_steer,phys_3_steer_rate,phys_4_e_y,phys_5_e_y_dot,abs_e_y,ttv_ms,ttpnr_ms,ttv_horizon_ms,ttv_censored
rm,v10,1,1,best,kill,-1.00,0,0,0,0.000000,0,1,z0,straight,10,0,0,0,0,0,0,0,0.1000000015,0,0.1000000015,5000.000,5000.000,5000.000,1
rm,v10,1,1,best,kill,-1.00,0,0,1,0.010000,100,101,z0,straight,10,0,0,0,0,0,0,0,0.1000000015,0,0.1000000015,5000.000,5000.000,5000.000,1
rm,v10,1,1,best,kill,-1.00,0,0,2,0.020000,200,201,z0,straight,10,0,0,0,0,0,0,0,0.1000000015,0,0.1000000015,5000.000,5000.000,5000.000,1
rm,v10,1,1,best,kill,-1.00,0,0,3,0.030000,300,301,z0,straight,10,0,0,0,0,0,0,0,0.1000000015,0,0.1000000015,5000.000,5000.000,5000.000,1
rm,v10,1,1,best,kill,-1.00,0,0,4,0.040000,400,401,z0,straight,10,0,0,0.023006458,2.146131374e-05,6.140175174e-06,0.00025219706,0.0484614186,0.1000000015,-5.402475267e-07,0.1000000015,1723.600,1480.000,5000.000,0
rm,v10,1,1,best,kill,-1.00,0,0,5,0.050000,500,501,z0,straight,10,0,0,0.023006458,0.0001600747491,4.39619289e-05,0.0009237100021,0.08380826563,0.09999996424,-8.24149447e-06,0.09999996424,1713.600,1470.000,5000.000,0
rm,v10,1,1,best,kill,-1.00,0,0,6,0.060000,600,601,z0,straight,10,0,0,0.023006458,0.000498634181,0.0001315591508,0.001892066444,0.108250238,0.09999975562,-3.925516285e-05,0.09999975562,1703.600,1460.000,5000.000,0
rm,v10,1,1,best,kill,-1.00,0,0,7,0.070000,700,701,z0,straight,10,0,0,0.023069806,0.001088255551,0.0002760615025,0.003060749732,0.1242142543,0.09999902546,-0.0001163640045,0.09999902546,1691.600,1450.000,5000.000,0
rm,v10,1,1,best,kill,-1.00,0,0,8,0.080000,800,801,z0,straight,10,0,0,0.023069806,0.001955445157,0.0004773141991,0.004353843164,0.1334158033,0.09999718517,-0.0002661796461,0.09999718517,1681.600,1440.000,5000.000,0
rm,v10,1,1,best,kill,-1.00,0,0,9,0.090000,900,901,z0,straight,10,0,0,0.023069806,0.003107665339,0.0007304920582,0.005711715668,0.137402758,0.09999337047,-0.0005169697688,0.09999337047,1671.600,1430.000,5000.000,0
rm,v10,1,1,best,kill,-1.00,0,0,10,0.100000,1000,1001,z0,straight,10,0,0,0.025840297,0.004540686961,0.001028781524,0.007119115442,0.1432716399,0.09998641908,-0.0008970630006,0.09998641908,1585.000,1340.000,5000.000,0
rm,v10,1,1,best,kill,-1.00,0,0,11,0.110000,1100,1101,z0,straight,10,0,0,0.025840297,0.006248919759,0.001366377575,0.008561908267,0.1446268409,0.09997490048,-0.001434293925,0.09997490048,1575.000,1330.000,5000.000,0
rm,v10,1,1,best,kill,-1.00,0,0,12,0.120000,1200,1201,z0,straight,10,0,0,0.025840297,0.008218147792,0.001736220787,0.01000024844,0.1425534189,0.09995711595,-0.002155555878,0.09995711595,1565.000,1320.000,5000.000,0
rm,v10,1,1,best,kill,-1.00,0,0,13,0.130000,1300,1301,z0,straight,10,0,0,0.027205165,0.01042711921,0.002130584558,0.01141962595,0.140855208,0.09993109107,-0.003085910575,0.09993109107,1522.900,1275.000,5000.000,0
rm,v10,1,1,best,kill,-1.00,0,0,14,0.140000,1400,1401,z0,straight,10,0,0,0.027205165,0.01285355445,0.002542710863,0.01280881092,0.1366215646,0.09989462793,-0.004248234443,0.09989462793,1512.900,1265.000,5000.000,0
rm,v10,1,1,best,kill,-1.00,0,0,15,0.150000,1500,1501,z0,straight,10,0,0,0.027205165,0.01547125261,0.002965776017,0.01414602157,0.1305718422,0.09984529018,-0.005663000513,0.09984529018,1502.900,1255.000,5000.000,0
rm,v10,1,1,best,kill,-1.00,0,0,16,0.160000,1600,1601,z0,straight,10,0,0,0.028270189,0.01825175248,0.003393311985,0.0154278744,0.1255467981,0.09978046268,-0.007347905543,0.09978046268,1470.500,1220.000,5000.000,0
rm,v10,1,1,best,kill,-1.00,0,0,17,0.170000,1700,1701,z0,straight,10,0,0,0.028270189,0.02116854675,0.003820225596,0.01665236428,0.1191651821,0.09969738126,-0.009317896329,0.09969738126,1460.500,1210.000,5000.000,0
rm,v10,1,1,best,kill,-1.00,0,0,18,0.180000,1800,1801,z0,straight,10,0,0,0.028270189,0.02419440076,0.004241799004,0.01780822314,0.1118933409,0.09959311783,-0.0115852505,0.09959311783,1450.500,1200.000,5000.000,0
rm,v10,1,1,best,kill,-1.00,0,0,19,0.190000,1900,1901,z0,straight,10,0,0,0.027787711,0.02730105072,0.004653514363,0.01888326555,0.1030994952,0.09946464747,-0.01415947266,0.09946464747,1450.000,1200.000,5000.000,0
rm,v10,1,1,best,kill,-1.00,0,0,20,0.200000,2000,2001,z0,straight,10,0,0,0.027787711,0.03045914695,0.005050985608,0.0198704768,0.0943710506,0.09930887818,-0.01704717427,0.09930887818,1440.000,1190.000,5000.000,0
rm,v10,1,1,best,kill,-1.00,0,0,21,0.210000,2100,2101,z0,straight,10,0,0,0.027787711,0.03364084661,0.005430622492,0.02077150159,0.08588578552,0.09912265092,-0.02025208622,0.09912265092,1430.000,1180.000,5000.000,0
rm,v10,1,1,best,kill,-1.00,0,0,22,0.220000,2200,2201,z0,straight,10,0,0,0.024951756,0.03681811318,0.005788984708,0.0215583127,0.07178787142,0.09890277684,-0.02377521433,0.09890277684,1478.100,1230.000,5000.000,0
rm,v10,1,1,best,kill,-1.00,0,0,23,0.230000,2300,2301,z0,straight,10,0,0,0.024951756,0.03995641693,0.006121055223,0.02221434377,0.05974741653,0.09864608943,-0.02761440165,0.09864608943,1468.100,1220.000,5000.000,0
rm,v10,1,1,best,kill,-1.00,0,0,24,0.240000,2400,2401,z0,straight,10,0,0,0.024951756,0.0430255495,0.006423450075,0.02275937237,0.04954185337,0.09834945202,-0.03176418319,0.09834945202,1458.100,1210.000,5000.000,0
rm,v10,1,1,best,kill,-1.00,0,0,25,0.250000,2500,2501,z0,straight,10,0,0,0.022710757,0.0459998697,0.006694153417,0.0231858734,0.03619448468,0.0980098024,-0.03621636331,0.0980098024,1498.100,1255.000,5000.000,0
rm,v10,1,1,best,kill,-1.00,0,0,26,0.260000,2600,2601,z0,straight,10,0,0,0.022710757,0.048852209,0.006930673495,0.02349220961,0.02547956258,0.0976241529,-0.04096008092,0.0976241529,1488.100,1245.000,5000.000,0
rm,v10,1,1,best,kill,-1.00,0,0,27,0.270000,2700,2701,z0,straight,10,0,0,0.022710757,0.0515615195,0.007132234052,0.02370286547,0.01698702574,0.09718967229,-0.04598202929,0.09718967229,1478.100,1235.000,5000.000,0
rm,v10,1,1,best,kill,-1.00,0,0,28,0.280000,2800,2801,z0,straight,10,0,0,0.016815849,0.05410844833,0.007298216689,0.02377342246,-0.002092975425,0.09670364112,-0.05126701295,0.09670364112,1630.000,1400.000,5000.000,0
rm,v10,1,1,best,kill,-1.00,0,0,29,0.290000,2900,2901,z0,straight,10,0,0,0.016815849,0.05646046624,0.007424159907,0.02367766015,-0.01631321013,0.09616351128,-0.05679720268,0.09616351128,1620.000,1390.000,5000.000,0
rm,v10,1,1,best,kill,-1.00,0,0,30,0.300000,3000,3001,z0,straight,10,0,0,0.016815849,0.05859302357,0.00750819128,0.02346052788,-0.02651684918,0.09556694329,-0.06255177408,0.09556694329,1610.000,1380.000,5000.000,0
rm,v10,1,1,best,kill,-1.00,0,0,31,0.310000,3100,3101,z0,straight,10,0,0,0.013443333,0.06049025431,0.007550704293,0.02312099561,-0.04062704369,0.09491180629,-0.06850797683,0.09491180629,1723.700,1500.000,5000.000,0
rm,v10,1,1,best,kill,-1.00,0,0,32,0.320000,3200,3201,z0,straight,10,0,0,0.013443333,0.06213460863,0.007551246788,0.02266305126,-0.0502932556,0.09419619292,-0.07464138418,0.09419619292,1713.700,1490.000,5000.000,0
rm,v10,1,1,best,kill,-1.00,0,0,33,0.330000,3300,3301,z0,straight,10,0,0,0.013443333,0.06351745874,0.007511605974,0.02212699503,-0.05639456958,0.09341847152,-0.08092617244,0.09341847152,1703.700,1480.000,5000.000,0
rm,v10,1,1,best,kill,-1.00,0,0,34,0.340000,3400,3401,z0,straight,10,0,0,0.0060756528,0.06463314593,0.007433748804,0.02146362886,-0.07524044067,0.09257725626,-0.08733601868,0.09257725626,2154.400,1960.000,5000.000,0
rm,v10,1,1,best,kill,-1.00,0,0,35,0.350000,3500,3501,z0,straight,10,0,0,0.0060756528,0.06545958668,0.007314618677,0.02064384893,-0.08775673062,0.09167142957,-0.09384313971,0.09167142957,2144.400,1950.000,5000.000,0
rm,v10,1,1,best,kill,-1.00,0,0,36,0.360000,3600,3601,z0,straight,10,0,0,0.0060756528,0.0659841001,0.007154054008,0.0197254587,-0.09517515451,0.09070016444,-0.1004178599,0.09070016444,2134.400,1940.000,5000.000,0
rm,v10,1,1,best,kill,-1.00,0,0,37,0.370000,3700,3701,z0,straight,10,0,0,0.002448749,0.06620438397,0.006954480894,0.01871369779,-0.1062930003,0.08966294676,-0.1070298404,0.08966294676,2649.600,2475.000,5000.000,0
rm,v10,1,1,best,kill,-1.00,0,0,38,0.380000,3800,3801,z0,straight,10,0,0,0.002448749,0.06611663848,0.006717352197,0.01761674695,-0.1123457104,0.08855954558,-0.1136484519,0.08855954558,2639.600,2465.000,5000.000,0
rm,v10,1,1,best,kill,-1.00,0,0,39,0.390000,3900,3901,z0,straight,10,0,0,0.002448749,0.06572633982,0.006446321495,0.01647993736,-0.1144448966,0.08739005774,-0.1202430725,0.08739005774,2629.600,2455.000,5000.000,0
rm,v10,1,1,best,kill,-1.00,0,0,40,0.400000,4000,4001,z0,straight,10,0,0,-0.00454028,0.06504236907,0.006145208608,0.01526114158,-0.1282878965,0.08615486324,-0.1267839819,0.08615486324,5000.000,5000.000,5000.000,1
rm,v10,1,1,best,kill,-1.00,0,0,41,0.410000,4100,4101,z0,straight,10,0,0,-0.00454028,0.0640579313,0.005812903866,0.01393529307,-0.1359559745,0.08485465497,-0.1332415044,0.08485465497,5000.000,5000.000,5000.000,1
rm,v10,1,1,best,kill,-1.00,0,0,42,0.420000,4200,4201,z0,straight,10,0,0,-0.00454028,0.0627746582,0.005450789351,0.01255823486,-0.1387510747,0.08349041641,-0.1395855844,0.08349041641,5000.000,5000.000,5000.000,1
rm,v10,1,1,best,kill,-1.00,0,0,43,0.430000,4300,4301,z0,straight,10,0,0,-0.0075472821,0.06120359525,0.005062523298,0.01113953348,-0.1442051232,0.08206342161,-0.1457868665,0.08206342161,3755.200,3555.000,5000.000,0
rm,v10,1,1,best,kill,-1.00,0,0,44,0.440000,4400,4401,z0,straight,10,0,0,-0.0075472821,0.05935468525,0.004650894087,0.009689087048,-0.1452369988,0.08057525009,-0.1518170387,0.08057525009,3745.200,3545.000,5000.000,0
rm,v10,1,1,best,kill,-1.00,0,0,45,0.450000,4500,4501,z0,straight,10,0,0,-0.0075472821,0.05724526197,0.00422033947,0.008245962672,-0.1429106891,0.07902774215,-0.1576490998,0.07902774215,3735.200,3535.000,5000.000,0
rm,v10,1,1,best,kill,-1.00,0,0,46,0.460000,4600,4601,z0,straight,10,0,0,-0.012557806,0.05489551276,0.003775400808,0.006784067955,-0.1486965418,0.0774230063,-0.1632581055,0.0774230063,2728.200,2515.000,5000.000,0
rm,v10,1,1,best,kill,-1.00,0,0,47,0.470000,4700,4701,z0,straight,10,0,0,-0.012557806,0.05231427401,0.003316926071,0.005287629552,-0.1499157399,0.07576339692,-0.1686204821,0.07576339692,2718.200,2505.000,5000.000,0
rm,v10,1,1,best,kill,-1.00,0,0,48,0.480000,4800,4801,z0,straight,10,0,0,-0.012557806,0.04951582849,0.002847302472,0.00379741448,-0.1476287991,0.07405149937,-0.1737137139,0.07405149937,2708.200,2495.000,5000.000,0
rm,v10,1,1,best,kill,-1.00,0,0,49,0.490000,4900,4901,z0,straight,10,0,0,-0.014307803,0.04652070627,0.002370370785,0.002324358094,-0.1464753598,0.07229009271,-0.1785171032,0.07229009271,2503.100,2285.000,5000.000,0
rm,v10,1,1,best,kill,-1.00,0,0,50,0.500000,5000,5001,z0,straight,10,0,0,-0.014307803,0.04334890842,0.001889392151,0.0008773222216,-0.142533347,0.07048217952,-0.183011964,0.07048217952,2493.100,2275.000,5000.000,0
rm,v10,1,1,best,kill,-1.00,0,0,51,0.510000,5100,5101,z0,straight,10,0,0,-0.014307803,0.040024288,0.001408392913,-0.0005196031998,-0.1365741193,0.06863093376,-0.1871817857,0.06863093376,2483.100,2265.000,5000.000,0
rm,v10,1,1,best,kill,-1.00,0,0,52,0.520000,5200,5201,z0,straight,10,0,0,-0.01640044,0.03657234833,0.0009314156487,-0.001872548833,-0.1336530596,0.06673967838,-0.1910125911,0.06673967838,2292.300,2065.000,5000.000,0
rm,v10,1,1,best,kill,-1.00,0,0,53,0.530000,5300,5301,z0,straight,10,0,0,-0.01640044,0.03301357478,0.0004607558367,-0.003185668727,-0.1286787838,0.06481185555,-0.1944926828,0.06481185555,2282.300,2055.000,5000.000,0
rm,v10,1,1,best,kill,-1.00,0,0,54,0.540000,5400,5401,z0,straight,10,0,0,-0.01640044,0.02936996706,-9.539276107e-07,-0.004441286437,-0.1222486049,0.06285102665,-0.1976124644,0.06285102665,2272.300,2045.000,5000.000,0
rm,v10,1,1,best,kill,-1.00,0,0,55,0.550000,5500,5501,z0,straight,10,0,0,-0.016645057,0.02566544525,-0.0004506988626,-0.005630190484,-0.1153903678,0.06086083129,-0.2003646493,0.06086083129,2244.200,2020.000,5000.000,0
rm,v10,1,1,best,kill,-1.00,0,0,56,0.560000,5600,5601,z0,straight,10,0,0,-0.016645057,0.02192390524,-0.0008856609347,-0.006746810395,-0.1078497469,0.0588449724,-0.20274432,0.0588449724,2234.200,2010.000,5000.000,0
rm,v10,1,1,best,kill,-1.00,0,0,57,0.570000,5700,5701,z0,straight,10,0,0,-0.016645057,0.01816906594,-0.001303211553,-0.00778602669,-0.09995886683,0.05680719391,-0.2047489882,0.05680719391,2224.200,2000.000,5000.000,0
rm,v10,1,1,best,kill,-1.00,0,0,58,0.580000,5800,5801,z0,straight,10,0,0,-0.015738357,0.01442475151,-0.001700793626,-0.008735748939,-0.09006619453,0.05475124344,-0.2063784897,0.05475124344,2281.500,2060.000,5000.000,0
rm,v10,1,1,best,kill,-1.00,0,0,59,0.590000,5900,5901,z0,straight,10,0,0,-0.015738357,0.01071633585,-0.002075517084,-0.009589489549,-0.08079213649,0.05268086866,-0.2076351345,0.05268086866,2271.500,2050.000,5000.000,0
rm,v10,1,1,best,kill,-1.00,0,0,60,0.600000,6000,6001,z0,straight,10,0,0,-0.015738357,0.007066885941,-0.002425267361,-0.01035383809,-0.07219112664,0.05059976876,-0.2085237205,0.05059976876,2261.500,2040.000,5000.000,0
rm,v10,1,1,best,kill,-1.00,0,0,61,0.610000,6100,6101,z0,straight,10,0,0,-0.014652129,0.003497168189,-0.002748558298,-0.01102368161,-0.06198454648,0.04851159826,-0.209051162,0.04851159826,2338.400,2120.000,5000.000,0
rm,v10,1,1,best,kill,-1.00,0,0,62,0.620000,6200,6201,z0,straight,10,0,0,-0.014652129,2.826809759e-05,-0.003043737728,-0.01159792952,-0.05307211354,0.04641991854,-0.2092265189,0.04641991854,2328.400,2110.000,5000.000,0
rm,v10,1,1,best,kill,-1.00,0,0,63,0.630000,6300,6301,z0,straight,10,0,0,-0.014652129,-0.003322337056,-0.003310103901,-0.0120890215,-0.04532954842,0.04432820529,-0.2090607733,0.04432820529,2318.400,2100.000,5000.000,0
rm,v10,1,1,best,kill,-1.00,0,0,64,0.640000,6400,6401,z0,straight,10,0,0,-0.011471988,-0.00653848052,-0.003547092434,-0.0124731008,-0.03192108124,0.0422398001,-0.2085665166,0.0422398001,2629.200,2415.000,5000.000,0
rm,v10,1,1,best,kill,-1.00,0,0,65,0.650000,6500,6501,z0,straight,10,0,0,-0.011471988,-0.009597445838,-0.003752158023,-0.01273676474,-0.02123458311,0.04015792161,-0.2077583224,0.04015792161,2619.200,2405.000,5000.000,0
rm,v10,1,1,best,kill,-1.00,0,0,66,0.660000,6600,6601,z0,straight,10,0,0,-0.011471988,-0.01248148084,-0.003924263176,-0.01290546823,-0.01285350602,0.03808562458,-0.2066528648,0.03808562458,2609.200,2395.000,5000.000,0
rm,v10,1,1,best,kill,-1.00,0,0,67,0.670000,6700,6701,z0,straight,10,0,0,-0.0095693385,-0.01517815143,-0.00406368589,-0.01297926717,-0.002353605116,0.03602579236,-0.2052682638,0.03602579236,2865.600,2660.000,5000.000,0
rm,v10,1,1,best,kill,-1.00,0,0,68,0.680000,6800,6801,z0,straight,10,0,0,-0.0095693385,-0.01767458953,-0.004170287866,-0.01296143141,0.005521953106,0.0339811258,-0.2036239207,0.0339811258,2855.600,2650.000,5000.000,0
rm,v10,1,1,best,kill,-1.00,0,0,69,0.690000,6900,6901,z0,straight,10,0,0,-0.0095693385,-0.01996350102,-0.004245262127,-0.01287598349,0.01124779321,0.03195411339,-0.2017402649,0.03195411339,2845.600,2640.000,5000.000,0
rm,v10,1,1,best,kill,-1.00,0,0,70,0.700000,7000,7001,z0,straight,10,0,0,-0.0053839907,-0.02203981765,-0.004289967008,-0.01269630995,0.0240728464,0.02994704805,-0.1996382773,0.02994704805,3902.500,3715.000,5000.000,0
rm,v10,1,1,best,kill,-1.00,0,0,71,0.710000,7100,7101,z0,straight,10,0,0,-0.0053839907,-0.02388967201,-0.004302965943,-0.0124073308,0.03315285221,0.0279620029,-0.1973398626,0.0279620029,3892.500,3705.000,5000.000,0
rm,v10,1,1,best,kill,-1.00,0,0,72,0.720000,7200,7201,z0,straight,10,0,0,-0.0053839907,-0.02550506219,-0.004284518305,-0.01204339974,0.03918411955,0.02600082755,-0.1948681623,0.02600082755,3882.500,3695.000,5000.000,0
rm,v10,1,1,best,kill,-1.00,0,0,73,0.730000,7300,7301,z0,straight,10,0,0,-0.0033509294,-0.02688439749,-0.004236408044,-0.01160931773,0.04710742459,0.02406513877,-0.1922467202,0.02406513877,5000.000,4940.000,5000.000,1
rm,v10,1,1,best,kill,-1.00,0,0,74,0.740000,7400,7401,z0,straight,10,0,0,-0.0033509294,-0.02802577242,-0.004159919452,-0.01111143362,0.05202065781,0.02215631306,-0.1894992292,0.02215631306,5000.000,4930.000,5000.000,1
rm,v10,1,1,best,kill,-1.00,0,0,75,0.750000,7500,7501,z0,straight,10,0,0,-0.0033509294,-0.02893296629,-0.004057605285,-0.01057680789,0.05455864966,0.02027549408,-0.1866493672,0.02027549408,5000.000,4920.000,5000.000,1
rm,v10,1,1,best,kill,-1.00,0,0,76,0.760000,7600,7601,z0,straight,10,0,0,0.00041938358,-0.0296121873,-0.003932164516,-0.009984972887,0.06322214752,0.01842359081,-0.1837202162,0.01842359081,5000.000,5000.000,5000.000,1
rm,v10,1,1,best,kill,-1.00,0,0,77,0.770000,7700,7701,z0,straight,10,0,0,0.00041938358,-0.03006169014,-0.003783660941,-0.009324357845,0.06837336719,0.01660127938,-0.1807346046,0.01660127938,5000.000,5000.000,5000.000,1
rm,v10,1,1,best,kill,-1.00,0,0,78,0.780000,7800,7801,z0,straight,10,0,0,0.00041938358,-0.03028464876,-0.003613502253,-0.008626771159,0.0707398057,0.01480900962,-0.1777154356,0.01480900962,5000.000,5000.000,5000.000,1
rm,v10,1,1,best,kill,-1.00,0,0,79,0.790000,7900,7901,z0,straight,10,0,0,0.0019263601,-0.03028969839,-0.00342433434,-0.007900083438,0.07416398823,0.01304700784,-0.1746849269,0.01304700784,3631.400,3470.000,5000.000,0
rm,v10,1,1,best,kill,-1.00,0,0,80,0.800000,8000,8001,z0,straight,10,0,0,0.0019263601,-0.03008546866,-0.003218397964,-0.00715171406,0.07515337318,0.01131527778,-0.1716644764,0.01131527778,3621.400,3460.000,5000.000,0
rm,v10,1,1,best,kill,-1.00,0,0,81,0.810000,8100,8101,z0,straight,10,0,0,0.0019263601,-0.0296846386,-0.002998747164,-0.00640318729,0.07428753376,0.009613616392,-0.1686743945,0.009613616392,3611.400,3450.000,5000.000,0
rm,v10,1,1,best,kill,-1.00,0,0,82,0.820000,8200,8201,z0,straight,10,0,0,0.0041091708,-0.02910183184,-0.002768529812,-0.005646551028,0.07666154951,0.007941625081,-0.1657336056,0.007941625081,2803.200,2625.000,5000.000,0
rm,v10,1,1,best,kill,-1.00,0,0,83,0.830000,8300,8301,z0,straight,10,0,0,0.0041091708,-0.02834712341,-0.002529256279,-0.004877466708,0.07683096826,0.006298721302,-0.1628597677,0.006298721302,2793.200,2615.000,5000.000,0
rm,v10,1,1,best,kill,-1.00,0,0,84,0.840000,8400,8401,z0,straight,10,0,0,0.0041091708,-0.02743313648,-0.002283029025,-0.004115517251,0.07532102615,0.004684151616,-0.1600694805,0.004684151616,2783.200,2605.000,5000.000,0
rm,v10,1,1,best,kill,-1.00,0,0,85,0.850000,8500,8501,z0,straight,10,0,0,0.0046398207,-0.02637541667,-0.002032536548,-0.003369265003,0.07371497899,0.003097002394,-0.1573779285,0.003097002394,2658.600,2475.000,5000.000,0
rm,v10,1,1,best,kill,-1.00,0,0,86,0.860000,8600,8601,z0,straight,10,0,0,0.0046398207,-0.02518987283,-0.001780286664,-0.002645067638,0.0709637627,0.001536218333,-0.1547986716,0.001536218333,2648.600,2465.000,5000.000,0
rm,v10,1,1,best,kill,-1.00,0,0,87,0.870000,8700,8701,z0,straight,10,0,0,0.0046398207,-0.02389370836,-0.001528917812,-0.00195265084,0.06741172075,6.148517855e-07,-0.1523436457,6.148517855e-07,2638.600,2455.000,5000.000,0
rm,v10,1,1,best,kill,-1.00,0,0,88,0.880000,8800,8801,z0,straight,10,0,0,0.0046105199,-0.02250507846,-0.001281091594,-0.00129887613,0.06327938288,-0.001511102659,-0.1500230134,0.001511102659,2634.300,2455.000,5000.000,0
rm,v10,1,1,best,kill,-1.00,0,0,89,0.890000,8900,8901,z0,straight,10,0,0,0.0046105199,-0.02104236558,-0.001039310242,-0.000687993248,0.05886565149,-0.003000321332,-0.1478450894,0.003000321332,2624.300,2445.000,5000.000,0
rm,v10,1,1,best,kill,-1.00,0,0,90,0.900000,9000,9001,z0,straight,10,0,0,0.0046105199,-0.01952349022,-0.0008057648083,-0.000121939629,0.05433762819,-0.004468502011,-0.1458164006,0.004468502011,2614.300,2435.000,5000.000,0
rm,v10,1,1,best,kill,-1.00,0,0,91,0.910000,9100,9101,z0,straight,10,0,0,0.0040272875,-0.0179659985,-0.0005824251566,0.0003924081684,0.0485926643,-0.005917162634,-0.1439416856,0.005917162634,2726.000,2550.000,5000.000,0
rm,v10,1,1,best,kill,-1.00,0,0,92,0.920000,9200,9201,z0,straight,10,0,0,0.0040272875,-0.01638812199,-0.0003713612095,0.0008514196961,0.04328492284,-0.007347858977,-0.1422238797,0.007347858977,2716.000,2540.000,5000.000,0
rm,v10,1,1,best,kill,-1.00,0,0,93,0.930000,9300,9301,z0,straight,10,0,0,0.0040272875,-0.01480637118,-0.0001740726439,0.001259601209,0.03842527047,-0.008762167767,-0.1406641901,0.008762167767,2706.000,2530.000,5000.000,0
rm,v10,1,1,best,kill,-1.00,0,0,94,0.940000,9400,9401,z0,straight,10,0,0,0.0018361654,-0.01323701069,7.98846304e-06,0.001597359776,0.02938610874,-0.01016166899,-0.1392622143,0.01016166899,3432.000,3275.000,5000.000,0
rm,v10,1,1,best,kill,-1.00,0,0,95,0.950000,9500,9501,z0,straight,10,0,0,0.0018361654,-0.01170121972,0.0001720251021,0.001853051013,0.02201358601,-0.01154793054,-0.1380156577,0.01154793054,3422.000,3265.000,5000.000,0
rm,v10,1,1,best,kill,-1.00,0,0,96,0.960000,9600,9601,z0,straight,10,0,0,0.0018361654,-0.0102169523,0.0003163424553,0.002042405773,0.01607478224,-0.01292248629,-0.1369202435,0.01292248629,3412.000,3255.000,5000.000,0
rm,v10,1,1,best,kill,-1.00,0,0,97,0.970000,9700,9701,z0,straight,10,0,0,0.00032709018,-0.008798722178,0.0004401889455,0.002161967335,0.008147422224,-0.01428681891,-0.135970071,0.01428681891,4862.700,4730.000,5000.000,0
rm,v10,1,1,best,kill,-1.00,0,0,98,0.980000,9800,9801,z0,straight,10,0,0,0.00032709018,-0.007461898495,0.0005424622796,0.00221161684,0.002064473461,-0.01564234681,-0.1351577789,0.01564234681,4852.700,4720.000,5000.000,0
rm,v10,1,1,best,kill,-1.00,0,0,99,0.990000,9900,9901,z0,straight,10,0,0,0.00032709018,-0.006217716727,0.0006231506122,0.002208335791,-0.002492817352,-0.01699040458,-0.1344746053,0.01699040458,4842.700,4710.000,5000.000,0
rm,v10,1,1,best,kill,-1.00,0,0,100,1.000000,10000,10001,z0,straight,10,0,0,-0.0033672082,-0.005076119211,0.0006823405274,0.002125354717,-0.01360287145,-0.01833223738,-0.1339108348,0.01833223738,5000.000,5000.000,5000.000,1
rm,v10,1,1,best,kill,-1.00,0,0,101,1.010000,10100,10101,z0,straight,10,0,0,-0.0033672082,-0.004055218771,0.0007176740328,0.001946858596,-0.0216242969,-0.0196689833,-0.133455351,0.0196689833,5000.000,5000.000,5000.000,1
rm,v10,1,1,best,kill,-1.00,0,0,102,1.020000,10200,10201,z0,straight,10,0,0,-0.0033672082,-0.003168147523,0.0007283585146,0.001701290137,-0.02711556293,-0.02100166306,-0.133095324,0.02100166306,5000.000,5000.000,5000.000,1
rm,v10,1,1,best,kill,-1.00,0,0,103,1.030000,10300,10301,z0,straight,10,0,0,-0.0053650965,-0.002422597725,0.0007149854209,0.001389283105,-0.03482104093,-0.02233116142,-0.1328170151,0.02233116142,4049.800,3860.000,5000.000,0
rm,v10,1,1,best,kill,-1.00,0,0,104,1.040000,10400,10401,z0,straight,10,0,0,-0.0053650965,-0.001827097149,0.0006776436348,0.001013993402,-0.03983357549,-0.02365822718,-0.1326057911,0.02365822718,4039.800,3850.000,5000.000,0
rm,v10,1,1,best,kill,-1.00,0,0,105,1.050000,10500,10501,z0,straight,10,0,0,-0.0053650965,-0.00138485292,0.0006177192554,0.0005997375702,-0.04270469397,-0.02498345077,-0.1324464679,0.02498345077,4029.800,3840.000,5000.000,0
rm,v10,1,1,best,kill,-1.00,0,0,106,1.060000,10600,10601,z0,straight,10,0,0,-0.0095221289,-0.001097155386,0.0005367157864,0.0001198198879,-0.05268231407,-0.02630727738,-0.1323236972,0.02630727738,2919.600,2710.000,5000.000,0
rm,v10,1,1,best,kill,-1.00,0,0,107,1.070000,10700,10701,z0,straight,10,0,0,-0.0095221289,-0.0009744600975,0.0004332826065,-0.0004415250442,-0.05904003978,-0.02762999386,-0.1322215348,0.02762999386,2909.600,2700.000,5000.000,0
rm,v10,1,1,best,kill,-1.00,0,0,108,1.080000,10800,10801,z0,straight,10,0,0,-0.0095221289,-0.001021910692,0.0003076612775,-0.001051339554,-0.06250035763,-0.02895172127,-0.1321231276,0.02895172127,2899.600,2690.000,5000.000,0
rm,v10,1,1,best,kill,-1.00,0,0,109,1.090000,10900,10901,z0,straight,10,0,0,-0.011460977,-0.001238765777,0.0001615313813,-0.001705388422,-0.06782127172,-0.03027241305,-0.1320115179,0.03027241305,2620.400,2405.000,5000.000,0
rm,v10,1,1,best,kill,-1.00,0,0,110,1.100000,11000,11001,z0,straight,10,0,0,-0.011460977,-0.001624911092,-3.944719538e-06,-0.002398354001,-0.07036092132,-0.03159185126,-0.1318697333,0.03159185126,2610.400,2395.000,5000.000,0
