scheduler,profile,vehicles,cores,exec,overrun,net_delay_ms,seed,vehicle,sample,t_s,ref_step,from_ref_step,vel,ff_ref_0,ff_ref_1,act_out,phys_0_yaw_rate,phys_1_slip,phys_2_steer,phys_3_steer_rate,phys_4_e_y,phys_5_e_y_dot,abs_e_y,ttv_ms,ttpnr_ms,ttv_horizon_ms,ttv_censored
rm,v15,1,1,worst,kill,-1.00,0,0,1380,13.800000,138000,138001,13.5,0.0297,0,0.098220594,0.4186909795,0.0179752335,0.09761199355,0.009726992808,0.05686905235,-0.030190669,0.05686905235,1389.900,1175.000,5000.000,0
rm,v15,1,1,worst,kill,-1.00,0,0,1381,13.810000,138100,138101,13.5,0.0297,0,0.097922869,0.4193176627,0.01801146194,0.09769959003,0.007811731659,0.056555029,-0.03262814134,0.056555029,1385.100,1170.000,5000.000,0
rm,v15,1,1,worst,kill,-1.00,0,0,1382,13.820000,138200,138201,13.5,0.0297,0,0.097922869,0.4199295342,0.01804297417,0.09776934981,0.006191372406,0.05621621013,-0.03514926881,0.05621621013,1375.100,1160.000,5000.000,0
rm,v15,1,1,worst,kill,-1.00,0,0,1383,13.830000,138300,138301,13.5,0.0297,0,0.097922869,0.4205228984,0.0180696696,0.09782437235,0.004857313819,0.05585177243,-0.03775178641,0.05585177243,1365.100,1150.000,5000.000,0
rm,v15,1,1,worst,kill,-1.00,0,0,1384,13.840000,138400,138401,13.5,0.0297,0,0.097053297,0.4210941792,0.01809147745,0.09785865992,0.002011809032,0.05546091124,-0.04043296725,0.05546091124,1369.800,1155.000,5000.000,0
rm,v15,1,1,worst,kill,-1.00,0,0,1385,13.850000,138500,138501,13.5,0.0297,0,0.097053297,0.4216377735,0.01810789481,0.09786698222,-0.0002386637789,0.05504286289,-0.043189466,0.05504286289,1359.800,1145.000,5000.000,0
rm,v15,1,1,worst,kill,-1.00,0,0,1386,13.860000,138600,138601,13.5,0.0297,0,0.097053297,0.4221490026,0.01811866276,0.09785583615,-0.001903357101,0.05459688604,-0.04601720721,0.05459688604,1349.800,1135.000,5000.000,0
rm,v15,1,1,worst,kill,-1.00,0,0,1387,13.870000,138700,138701,13.5,0.0297,0,0.096487902,0.4226244986,0.01812379248,0.09782486409,-0.004237308167,0.05412229523,-0.04891159385,0.05412229523,1349.000,1135.000,5000.000,0
rm,v15,1,1,worst,kill,-1.00,0,0,1388,13.880000,138800,138801,13.5,0.0297,0,0.096487902,0.4230604172,0.0181231685,0.09777344018,-0.005941476673,0.05361844972,-0.05186754093,0.05361844972,1339.000,1125.000,5000.000,0
rm,v15,1,1,worst,kill,-1.00,0,0,1389,13.890000,138900,138901,13.5,0.0297,0,0.096487902,0.4234541655,0.01811693795,0.09770791978,-0.007079424337,0.05308475718,-0.05487950891,0.05308475718,1329.000,1115.000,5000.000,0
rm,v15,1,1,worst,kill,-1.00,0,0,1390,13.900000,139000,139001,13.5,0.0297,0,0.095157087,0.4238036573,0.01810530201,0.09762011468,-0.01045475341,0.05252069235,-0.05794168636,0.05252069235,1340.200,1125.000,5000.000,0
rm,v15,1,1,worst,kill,-1.00,0,0,1391,13.910000,139100,139101,13.5,0.0297,0,0.095157087,0.4241037071,0.01808777265,0.09750257432,-0.01288405899,0.05192577839,-0.06104776636,0.05192577839,1330.200,1115.000,5000.000,0
rm,v15,1,1,worst,kill,-1.00,0,0,1392,13.920000,139200,139201,13.5,0.0297,0,0.095157087,0.4243504703,0.01806419902,0.09736543149,-0.01441223454,0.05129961297,-0.06419078261,0.05129961297,1320.200,1105.000,5000.000,0
rm,v15,1,1,worst,kill,-1.00,0,0,1393,13.930000,139300,139301,13.5,0.0297,0,0.094397679,0.4245420098,0.01803480648,0.09720912576,-0.01676954702,0.05064186454,-0.06736341119,0.05064186454,1322.000,1105.000,5000.000,0
rm,v15,1,1,worst,kill,-1.00,0,0,1394,13.940000,139400,139401,13.5,0.0297,0,0.094397679,0.4246757627,0.01799964905,0.09703332186,-0.01824575476,0.04995227233,-0.07055801898,0.04995227233,1312.000,1095.000,5000.000,0
rm,v15,1,1,worst,kill,-1.00,0,0,1395,13.950000,139500,139501,13.5,0.0297,0,0.094397679,0.4247508347,0.01795909554,0.09684676677,-0.01895261928,0.04923065752,-0.07376672328,0.04923065752,1302.000,1085.000,5000.000,0
rm,v15,1,1,worst,kill,-1.00,0,0,1396,13.960000,139600,139601,13.5,0.0297,0,0.092787325,0.424767077,0.0179135967,0.09664022177,-0.0223186221,0.04847691581,-0.076981619,0.04847691581,1316.400,1100.000,5000.000,0
rm,v15,1,1,worst,kill,-1.00,0,0,1397,13.970000,139700,139701,13.5,0.0297,0,0.092787325,0.4247205555,0.01786274277,0.09640499949,-0.02451942116,0.04769102857,-0.08019451052,0.04769102857,1306.400,1090.000,5000.000,0
rm,v15,1,1,worst,kill,-1.00,0,0,1398,13.980000,139800,139801,13.5,0.0297,0,0.092787325,0.4246088564,0.01780650578,0.09615346044,-0.02563034929,0.04687306285,-0.08339672536,0.04687306285,1296.400,1080.000,5000.000,0
rm,v15,1,1,worst,kill,-1.00,0,0,1399,13.990000,139900,139901,13.5,0.0297,0,0.091940001,0.4244318604,0.01774529554,0.09588674456,-0.02761642076,0.04602316022,-0.08657946438,0.04602316022,1299.000,1080.000,5000.000,0
rm,v15,1,1,worst,kill,-1.00,0,0,1400,14.000000,140000,140001,13.5,0.0297,0,0.091940001,0.4241887331,0.0176793132,0.09560486674,-0.02859600633,0.04514156654,-0.08973384649,0.04514156654,1289.000,1070.000,5000.000,0
rm,v15,1,1,worst,kill,-1.00,0,0,1401,14.010000,140100,140101,13.5,0.0297,0,0.091940001,0.4238805175,0.01760910265,0.09531769156,-0.02871404961,0.04422860965,-0.09285099059,0.04422860965,1279.000,1060.000,5000.000,0
rm,v15,1,1,worst,kill,-1.00,0,0,1402,14.020000,140200,140201,13.5,0.0297,0,0.090277351,0.4235089719,0.01753528416,0.09501620382,-0.03154075518,0.04328469932,-0.09592225403,0.04328469932,1293.100,1075.000,5000.000,0
rm,v15,1,1,worst,kill,-1.00,0,0,1403,14.030000,140300,140301,13.5,0.0297,0,0.090277351,0.4230720699,0.01745758206,0.09469167888,-0.03315088153,0.04231034592,-0.09893896431,0.04231034592,1283.100,1065.000,5000.000,0
rm,v15,1,1,worst,kill,-1.00,0,0,1404,14.040000,140400,140401,13.5,0.0297,0,0.090277351,0.4225692749,0.01737608574,0.09435691684,-0.0336397998,0.04130613059,-0.1018922403,0.04130613059,1273.100,1055.000,5000.000,0
rm,v15,1,1,worst,kill,-1.00,0,0,1405,14.050000,140500,140501,13.5,0.0297,0,0.089461744,0.4220022261,0.01729131676,0.09401358664,-0.03492993489,0.04027273878,-0.104773283,0.04027273878,1274.700,1060.000,5000.000,0
rm,v15,1,1,worst,kill,-1.00,0,0,1406,14.060000,140600,140601,13.5,0.0297,0,0.089461744,0.4213720262,0.01720359176,0.09366196394,-0.03523394838,0.03921093419,-0.1075734943,0.03921093419,1264.700,1050.000,5000.000,0
rm,v15,1,1,worst,kill,-1.00,0,0,1407,14.070000,140700,140701,13.5,0.0297,0,0.089461744,0.4206813872,0.0171135366,0.09331165999,-0.03470942378,0.03812156618,-0.1102845073,0.03812156618,1254.700,1040.000,5000.000,0
rm,v15,1,1,worst,kill,-1.00,0,0,1408,14.080000,140800,140801,13.5,0.0297,0,0.08797951,0.4199339151,0.01702184603,0.09295506775,-0.03656815737,0.03700556979,-0.1128984243,0.03700556979,1265.300,1050.000,5000.000,0
rm,v15,1,1,worst,kill,-1.00,0,0,1409,14.090000,140900,140901,13.5,0.0297,0,0.08797951,0.4191295803,0.01692840084,0.09258460999,-0.03733305633,0.03586394712,-0.115407601,0.03586394712,1255.300,1040.000,5000.000,0
rm,v15,1,1,worst,kill,-1.00,0,0,1410,14.100000,141000,141001,13.5,0.0297,0,0.08797951,0.4182697535,0.01683338359,0.09221170098,-0.0371058099,0.03469779342,-0.1178044155,0.03469779342,1245.300,1030.000,5000.000,0
rm,v15,1,1,worst,kill,-1.00,0,0,1411,14.110000,141100,141101,13.5,0.0297,0,0.087307945,0.4173576832,0.01673734374,0.09183825552,-0.03750053793,0.0335082598,-0.1200815886,0.0335082598,1244.400,1025.000,5000.000,0
rm,v15,1,1,worst,kill,-1.00,0,0,1412,14.120000,141200,141201,13.5,0.0297,0,0.087307945,0.4163960814,0.0166406557,0.09146474302,-0.03706950322,0.03229658306,-0.1222322509,0.03229658306,1234.400,1015.000,5000.000,0
rm,v15,1,1,worst,kill,-1.00,0,0,1413,14.130000,141300,141301,13.5,0.0297,0,0.087307945,0.4153890014,0.01654392108,0.09109912068,-0.03596052155,0.03106405772,-0.1242499799,0.03106405772,1224.400,1005.000,5000.000,0
rm,v15,1,1,worst,kill,-1.00,0,0,1414,14.140000,141400,141401,13.5,0.0297,0,0.086204275,0.4143411517,0.01644780487,0.09073616564,-0.03659612685,0.0298120454,-0.1261289567,0.0298120454,1228.800,1010.000,5000.000,0
rm,v15,1,1,worst,kill,-1.00,0,0,1415,14.150000,141500,141501,13.5,0.0297,0,0.086204275,0.413254559,0.01635233872,0.09037042409,-0.03641095757,0.02854195796,-0.1278638393,0.02854195796,1218.800,1000.000,5000.000,0
rm,v15,1,1,worst,kill,-1.00,0,0,1416,14.160000,141600,141601,13.5,0.0297,0,0.086204275,0.412132144,0.01625776105,0.09001036733,-0.03549841791,0.02725526504,-0.1294495761,0.02725526504,1208.800,990.000,5000.000,0
rm,v15,1,1,worst,kill,-1.00,0,0,1417,14.170000,141700,141701,13.5,0.0297,0,0.08576265,0.4109781981,0.01616455987,0.08965779841,-0.03495555371,0.02595347911,-0.1308816075,0.02595347911,1204.400,985.000,5000.000,0
rm,v15,1,1,worst,kill,-1.00,0,0,1418,14.180000,141800,141801,13.5,0.0297,0,0.08576265,0.4097965658,0.01607309468,0.08931329846,-0.03385755047,0.0246381592,-0.1321559399,0.0246381592,1194.400,975.000,5000.000,0
rm,v15,1,1,worst,kill,-1.00,0,0,1419,14.190000,141900,141901,13.5,0.0297,0,0.08576265,0.4085919857,0.01598385721,0.08898210526,-0.03232208267,0.02331089787,-0.1332691461,0.02331089787,1184.400,965.000,5000.000,0
rm,v15,1,1,worst,kill,-1.00,0,0,1420,14.200000,142000,142001,13.5,0.0297,0,0.085167967,0.4073694944,0.01589737087,0.088661924,-0.03169304878,0.02197332308,-0.1342184693,0.02197332308,1181.600,965.000,5000.000,0
rm,v15,1,1,worst,kill,-1.00,0,0,1421,14.210000,142100,142101,13.5,0.0297,0,0.085167967,0.4061327279,0.01581379957,0.088349998,-0.03061752953,0.02062708139,-0.1350017637,0.02062708139,1171.600,955.000,5000.000,0
rm,v15,1,1,worst,kill,-1.00,0,0,1422,14.220000,142200,142201,13.5,0.0297,0,0.085167967,0.4048856199,0.01573338173,0.08805081248,-0.02916771919,0.01927384548,-0.1356173456,0.01927384548,1161.600,945.000,5000.000,0
rm,v15,1,1,worst,kill,-1.00,0,0,1423,14.230000,142300,142301,13.5,0.0297,0,0.085001722,0.4036327004,0.01565646566,0.08776581287,-0.02780606784,0.0179152973,-0.1360641122,0.0179152973,1153.500,935.000,5000.000,0
rm,v15,1,1,worst,kill,-1.00,0,0,1424,14.240000,142400,142401,13.5,0.0297,0,0.085001722,0.4023783803,0.01558334101,0.08749550581,-0.02622223459,0.01655312814,-0.1363416016,0.01655312814,1143.500,925.000,5000.000,0
rm,v15,1,1,worst,kill,-1.00,0,0,1425,14.250000,142500,142501,13.5,0.0297,0,0.085001722,0.4011271596,0.01551431045,0.08724185824,-0.02448884211,0.01518902928,-0.1364499182,0.01518902928,1133.500,915.000,5000.000,0
rm,v15,1,1,worst,kill,-1.00,0,0,1426,14.260000,142600,142601,13.5,0.0297,0,0.084958218,0.3998837769,0.01544968132,0.08700554073,-0.02276904508,0.01382469106,-0.136389792,0.01382469106,1124.000,905.000,5000.000,0
rm,v15,1,1,worst,kill,-1.00,0,0,1427,14.270000,142700,142701,13.5,0.0297,0,0.084958218,0.3986525834,0.01538969763,0.08678662032,-0.02101310901,0.01246179081,-0.136162594,0.01246179081,1114.000,895.000,5000.000,0
rm,v15,1,1,worst,kill,-1.00,0,0,1428,14.280000,142800,142801,13.5,0.0297,0,0.084958218,0.3974378705,0.01533455495,0.08658526093,-0.01926291734,0.01110199001,-0.1357702315,0.01110199001,1104.000,885.000,5000.000,0
rm,v15,1,1,worst,kill,-1.00,0,0,1429,14.290000,142900,142901,13.5,0.0297,0,0.0850657,0.3962437212,0.01528441254,0.08640228957,-0.01733767241,0.009746928699,-0.1352152377,0.009746928699,1092.900,875.000,5000.000,0
rm,v15,1,1,worst,kill,-1.00,0,0,1430,14.300000,143000,143001,13.5,0.0297,0,0.0850657,0.3950742483,0.01523943432,0.08623807132,-0.01552819367,0.008398217149,-0.1345006526,0.008398217149,1082.900,865.000,5000.000,0
rm,v15,1,1,worst,kill,-1.00,0,0,1431,14.310000,143100,143101,13.5,0.0297,0,0.0850657,0.3939331174,0.01519969665,0.08609127253,-0.01385504473,0.007057435345,-0.1336300671,0.007057435345,1072.900,855.000,5000.000,0
rm,v15,1,1,worst,kill,-1.00,0,0,1432,14.320000,143200,143201,13.5,0.0297,-0.00060000003,0.085522726,0.3928238153,0.01516525447,0.08596505225,-0.01139770262,0.005726122297,-0.1326097101,0.005726122297,1058.600,840.000,5000.000,0
rm,v15,1,1,worst,kill,-1.00,0,0,1433,14.330000,143300,143301,13.5,0.0297,-0.00060000003,0.085522726,0.3917508125,0.0151363723,0.08586197346,-0.009281140752,0.00440466078,-0.1316585094,0.00440466078,1048.600,830.000,5000.000,0
rm,v15,1,1,worst,kill,-1.00,0,0,1434,14.340000,143400,143401,13.5104,0.0295,-0.0014,0.085522726,0.3907180727,0.01511312369,0.08577826619,-0.007513139863,0.003093425883,-0.1305712759,0.003093425883,1038.600,820.000,5000.000,0
rm,v15,1,1,worst,kill,-1.00,0,0,1435,14.350000,143500,143501,13.5104,0.0295,-0.0014,0.085856929,0.3897465765,0.01509179082,0.08571404219,-0.005367954262,0.001790674054,-0.129957214,0.001790674054,1025.700,810.000,5000.000,0
rm,v15,1,1,worst,kill,-1.00,0,0,1436,14.360000,143600,143601,13.5368,0.029100001,-0.0015,0.085856929,0.3888200521,0.01507640164,0.08566942066,-0.003624982433,0.0004947088892,-0.129221499,0.0004947088892,1015.700,800.000,5000.000,0
rm,v15,1,1,worst,kill,-1.00,0,0,1437,14.370000,143700,143701,13.5368,0.029100001,-0.0015,0.085856929,0.3879862726,0.01505750045,0.08564030379,-0.002254584804,-0.0007966118283,-0.1290238202,0.0007966118283,1005.700,790.000,5000.000,0
rm,v15,1,1,worst,kill,-1.00,0,0,1438,14.380000,143800,143801,13.5642,0.0287,-0.0017,0.084596992,0.3871958554,0.01504476555,0.08561079949,-0.003728687065,-0.002085401444,-0.128723219,0.002085401444,1006.000,790.000,5000.000,0
rm,v15,1,1,worst,kill,-1.00,0,0,1439,14.390000,143900,143901,13.5642,0.0287,-0.0017,0.084596992,0.3864911795,0.01502701268,0.08556736261,-0.004882682115,-0.003374178428,-0.1290162355,0.003374178428,996.000,780.000,5000.000,0
rm,v15,1,1,worst,kill,-1.00,0,0,1440,14.400000,144000,144001,13.5945,0.0283,-0.0017,0.084596992,0.3858165145,0.01501336228,0.08551447839,-0.005634959787,-0.004665414803,-0.1292219311,0.004665414803,986.000,770.000,5000.000,0
rm,v15,1,1,worst,kill,-1.00,0,0,1441,14.410000,144100,144101,13.5945,0.0283,-0.0017,0.082661666,0.3852183819,0.01499186549,0.08543649316,-0.009973031469,-0.00596138183,-0.1299579293,0.00596138183,991.200,775.000,5000.000,0
rm,v15,1,1,worst,kill,-1.00,0,0,1442,14.420000,144200,144201,13.6248,0.027799999,-0.0017,0.082661666,0.3846304417,0.01497175545,0.0853196159,-0.01319391467,-0.007264305837,-0.1306215376,0.007264305837,981.200,765.000,5000.000,0
rm,v15,1,1,worst,kill,-1.00,0,0,1443,14.430000,144300,144301,13.6248,0.027799999,-0.0017,0.082661666,0.3840951025,0.01494072285,0.08517631143,-0.01530281547,-0.008577547967,-0.1320148706,0.008577547967,971.200,755.000,5000.000,0
rm,v15,1,1,worst,kill,-1.00,0,0,1444,14.440000,144400,144401,13.6552,0.0274,-0.0017,0.079064585,0.3835483193,0.01490865555,0.08498072624,-0.02379024215,-0.009904357605,-0.133340925,0.009904357605,989.500,775.000,5000.000,0
rm,v15,1,1,worst,kill,-1.00,0,0,1445,14.450000,144500,144501,13.6552,0.0274,-0.0017,0.079064585,0.3830234706,0.01486173552,0.08470978588,-0.02997982688,-0.01124723535,-0.135222584,0.01124723535,979.500,765.000,5000.000,0
rm,v15,1,1,worst,kill,-1.00,0,0,1446,14.460000,144600,144601,13.6857,0.026900001,-0.0017,0.079064585,0.3824507296,0.01480904501,0.084388569,-0.03393405303,-0.01260856073,-0.1370376498,0.01260856073,969.500,755.000,5000.000,0
rm,v15,1,1,worst,kill,-1.00,0,0,1447,14.470000,144700,144701,13.6857,0.026900001,-0.0017,0.076535575,0.3818707764,0.01473893505,0.08401178569,-0.04124174267,-0.01399178151,-0.1395933628,0.01399178151,979.600,765.000,5000.000,0
rm,v15,1,1,worst,kill,-1.00,0,0,1448,14.480000,144800,144801,13.7162,0.0264,-0.0017,0.076535575,0.3812150657,0.0146608362,0.08357314765,-0.04606610164,-0.01540014707,-0.1420729756,0.01540014707,969.600,755.000,5000.000,0
rm,v15,1,1,worst,kill,-1.00,0,0,1449,14.490000,144900,144901,13.7162,0.0264,-0.0017,0.076535575,0.380525142,0.01456368063,0.08309786767,-0.04866492003,-0.01683702692,-0.145287171,0.01683702692,959.600,745.000,5000.000,0
rm,v15,1,1,worst,kill,-1.00,0,0,1450,14.500000,145000,145001,13.7468,0.026000001,-0.0017,0.071415193,0.3797395229,0.01445823349,0.08255466819,-0.05987520143,-0.01830555499,-0.1484068185,0.01830555499,991.800,780.000,5000.000,0
rm,v15,1,1,worst,kill,-1.00,0,0,1451,14.510000,145100,145101,13.7468,0.026000001,-0.0017,0.071415193,0.3788894713,0.01433138456,0.08191466331,-0.06748567522,-0.01980799064,-0.1520610303,0.01980799064,981.800,770.000,5000.000,0
rm,v15,1,1,worst,kill,-1.00,0,0,1452,14.520000,145200,145201,13.7775,0.0255,-0.0017,0.071415193,0.3779067993,0.0141926324,0.08121627569,-0.07169569284,-0.02134635486,-0.1555978209,0.02134635486,971.800,760.000,5000.000,0
rm,v15,1,1,worst,kill,-1.00,0,0,1453,14.530000,145300,145301,13.7775,0.0255,-0.0017,0.068144239,0.3768343329,0.0140317725,0.08045695722,-0.07988435775,-0.02292363346,-0.1598331779,0.02292363346,990.100,780.000,5000.000,0
rm,v15,1,1,worst,kill,-1.00,0,0,1454,14.540000,145400,145401,13.8083,0.0251,-0.0017,0.068144239,0.3756072223,0.01385874301,0.0796315521,-0.08462194353,-0.02454249188,-0.1639168411,0.02454249188,980.100,770.000,5000.000,0
rm,v15,1,1,worst,kill,-1.00,0,0,1455,14.550000,145500,145501,13.8083,0.0251,-0.0017,0.068144239,0.3742705286,0.01366393082,0.07877457887,-0.08633556962,-0.02620463818,-0.1684817225,0.02620463818,970.100,760.000,5000.000,0
rm,v15,1,1,worst,kill,-1.00,0,0,1456,14.560000,145600,145601,13.8391,0.024599999,-0.0017,0.061659001,0.3727689385,0.01345881354,0.07784801722,-0.09883742779,-0.02791147307,-0.172859326,0.02791147307,1021.300,815.000,5000.000,0
rm,v15,1,1,worst,kill,-1.00,0,0,1457,14.570000,145700,145701,13.8391,0.024599999,-0.0017,0.061659001,0.3711343408,0.01323103253,0.07681610435,-0.1067280173,-0.0296653267,-0.1778734177,0.0296653267,1011.300,805.000,5000.000,0
rm,v15,1,1,worst,kill,-1.00,0,0,1458,14.580000,145800,145801,13.87,0.0242,-0.0017,0.061659001,0.3693029583,0.0129901357,0.07572779059,-0.1103104427,-0.03146814182,-0.1826544404,0.03146814182,1001.300,795.000,5000.000,0
rm,v15,1,1,worst,kill,-1.00,0,0,1459,14.590000,145900,145901,13.87,0.0242,-0.0017,0.058444817,0.3673214316,0.01272729505,0.07458886504,-0.1170969978,-0.0333208479,-0.1878405958,0.0333208479,1024.700,820.000,5000.000,0
rm,v15,1,1,worst,kill,-1.00,0,0,1460,14.600000,146000,146001,13.9009,0.023700001,-0.0017,0.058444817,0.3651333749,0.01245304476,0.07340023667,-0.1199957579,-0.03522399068,-0.1927463114,0.03522399068,1014.700,810.000,5000.000,0
rm,v15,1,1,worst,kill,-1.00,0,0,1461,14.610000,146100,146101,13.9009,0.023700001,-0.0017,0.058444817,0.3627896905,0.01215948351,0.07219993323,-0.1195919737,-0.03717900813,-0.1982028931,0.03717900813,1004.700,800.000,5000.000,0
rm,v15,1,1,worst,kill,-1.00,0,0,1462,14.620000,146200,146201,13.9319,0.0233,-0.0017,0.051234186,0.3602446914,0.01185844839,0.07094490528,-0.1312765181,-0.03918691725,-0.2033265531,0.03918691725,1080.000,880.000,5000.000,0
rm,v15,1,1,worst,kill,-1.00,0,0,1463,14.630000,146300,146301,13.9319,0.0233,-0.0017,0.051234186,0.3575334549,0.01153857075,0.06959433854,-0.1379504949,-0.04124768823,-0.2087643445,0.04124768823,1070.000,870.000,5000.000,0
rm,v15,1,1,worst,kill,-1.00,0,0,1464,14.640000,146400,146401,13.9631,0.0228,-0.0017,0.051234186,0.3545995951,0.01120917127,0.06820139289,-0.1399655491,-0.04336089268,-0.2138177156,0.04336089268,1060.000,860.000,5000.000,0
rm,v15,1,1,worst,kill,-1.00,0,0,1465,14.650000,146500,146501,13.9631,0.0228,-0.0017,0.0472202,0.3514927924,0.0108623514,0.0667667985,-0.1465695202,-0.04552697763,-0.21932666,0.04552697763,1106.100,910.000,5000.000,0
rm,v15,1,1,worst,kill,-1.00,0,0,1466,14.660000,146600,146601,13.9942,0.022299999,-0.0017,0.0472202,0.3481618464,0.0105078686,0.06528639048,-0.1487940103,-0.04774592817,-0.2243950367,0.04774592817,1096.100,900.000,5000.000,0
rm,v15,1,1,worst,kill,-1.00,0,0,1467,14.670000,146700,146701,13.9942,0.022299999,-0.0017,0.0472202,0.344658196,0.01013843436,0.06380336732,-0.1472768635,-0.05001765862,-0.2298689187,0.05001765862,1086.100,890.000,5000.000,0
rm,v15,1,1,worst,kill,-1.00,0,0,1468,14.680000,146800,146801,14.0255,0.0219,-0.0017,0.040084735,0.3409429491,0.00976535026,0.06227911264,-0.1573944986,-0.05234162509,-0.2348446548,0.05234162509,1198.500,1005.000,5000.000,0
rm,v15,1,1,worst,kill,-1.00,0,0,1469,14.690000,146900,146901,14.0255,0.0219,-0.0017,0.040084735,0.3370534182,0.009378274903,0.06067590788,-0.1623415202,-0.05471621081,-0.2399818003,0.05471621081,1188.500,995.000,5000.000,0
rm,v15,1,1,worst,kill,-1.00,0,0,1470,14.700000,147000,147001,14.0567,0.021400001,-0.0017,0.040084735,0.3329411149,0.008986162022,0.05904802307,-0.1625559777,-0.05713938922,-0.2445667237,0.05713938922,1178.500,985.000,5000.000,0
rm,v15,1,1,worst,kill,-1.00,0,0,1471,14.710000,147100,147101,14.0567,0.021400001,-0.0017,0.036297623,0.3286575079,0.008582264185,0.05739887059,-0.1668858677,-0.05961000547,-0.2494560927,0.05961000547,1250.100,1060.000,5000.000,0
rm,v15,1,1,worst,kill,-1.00,0,0,1472,14.720000,147200,147201,14.0881,0.0209,-0.0017,0.036297623,0.3241607547,0.008175905794,0.05572615936,-0.1669654101,-0.06212645397,-0.2537373304,0.06212645397,1240.100,1050.000,5000.000,0
rm,v15,1,1,worst,kill,-1.00,0,0,1473,14.730000,147300,147301,14.0881,0.0209,-0.0017,0.036297623,0.3195043504,0.007760872599,0.05407145247,-0.1634699404,-0.06468705833,-0.2582733631,0.06468705833,1230.100,1040.000,5000.000,0
rm,v15,1,1,worst,kill,-1.00,0,0,1474,14.740000,147400,147401,14.1196,0.020500001,-0.0017,0.029862829,0.3146580458,0.007347916253,0.05240142345,-0.1703630686,-0.06728968769,-0.2621470392,0.06728968769,1399.300,1215.000,5000.000,0
rm,v15,1,1,worst,kill,-1.00,0,0,1475,14.750000,147500,147501,14.1196,0.020500001,-0.0017,0.029862829,0.3096622527,0.006928125862,0.05068271235,-0.1725638658,-0.06993117929,-0.2660334706,0.06993117929,1389.300,1205.000,5000.000,0
rm,v15,1,1,worst,kill,-1.00,0,0,1476,14.760000,147600,147601,14.1511,0.02,-0.0017,0.029862829,0.3044783771,0.006509928033,0.04896425456,-0.1705231071,-0.07260796428,-0.2692102492,0.07260796428,1379.300,1195.000,5000.000,0
rm,v15,1,1,worst,kill,-1.00,0,0,1477,14.770000,147700,147701,14.1511,0.02,-0.0017,0.026549488,0.2991588414,0.006087504793,0.04724966362,-0.1720553935,-0.07531740516,-0.2725530863,0.07531740516,1489.500,1305.000,5000.000,0
rm,v15,1,1,worst,kill,-1.00,0,0,1478,14.780000,147800,147801,14.1826,0.0195,-0.0017,0.026549488,0.2936708629,0.005669467151,0.04553692043,-0.1698966473,-0.07805647701,-0.2751402855,0.07805647701,1479.500,1295.000,5000.000,0
rm,v15,1,1,worst,kill,-1.00,0,0,1479,14.790000,147900,147901,14.1826,0.0195,-0.0017,0.026549488,0.2880674601,0.005250421353,0.04386190325,-0.1646780372,-0.08082211763,-0.2778552473,0.08082211763,1469.500,1285.000,5000.000,0
rm,v15,1,1,worst,kill,-1.00,0,0,1480,14.800000,148000,148001,14.2143,0.019099999,-0.0017,0.021328304,0.2823262215,0.004840003792,0.04219868407,-0.1678213924,-0.08361089975,-0.2797727585,0.08361089975,1709.700,1525.000,5000.000,0
rm,v15,1,1,worst,kill,-1.00,0,0,1481,14.810000,148100,148101,14.2143,0.019099999,-0.0017,0.021328304,0.2764891088,0.00443065539,0.04052049667,-0.167159602,-0.08641838282,-0.2815862894,0.08641838282,1699.700,1515.000,5000.000,0
rm,v15,1,1,worst,kill,-1.00,0,0,1482,14.820000,148200,148201,14.246,0.0186,-0.0017,0.021328304,0.2705269158,0.004029971547,0.03886675835,-0.1631099284,-0.08923982829,-0.2825703323,0.08923982829,1689.700,1505.000,5000.000,0
rm,v15,1,1,worst,kill,-1.00,0,0,1483,14.830000,148300,148301,14.246,0.0186,-0.0017,0.018743567,0.264490217,0.003632815322,0.03724069521,-0.1618412882,-0.09207151085,-0.2836224735,0.09207151085,1846.500,1665.000,5000.000,0
rm,v15,1,1,worst,kill,-1.00,0,0,1484,14.840000,148400,148401,14.2778,0.018100001,-0.0017,0.018743567,0.258354485,0.003246763488,0.03564051911,-0.1577410549,-0.09490938485,-0.2838166952,0.09490938485,1836.500,1655.000,5000.000,0
rm,v15,1,1,worst,kill,-1.00,0,0,1485,14.850000,148500,148501,14.2778,0.018100001,-0.0017,0.018743567,0.2521696985,0.002866936382,0.03409352154,-0.1513406932,-0.09774950147,-0.2840586603,0.09774950147,1826.500,1645.000,5000.000,0
rm,v15,1,1,worst,kill,-1.00,0,0,1486,14.860000,148600,148601,14.3097,0.0177,-0.0017,0.015110453,0.2459193617,0.002501568059,0.03258283809,-0.1506910473,-0.100587599,-0.2834200263,0.100587599,2132.400,1955.000,5000.000,0
rm,v15,1,1,worst,kill,-1.00,0,0,1487,14.870000,148700,148701,14.3097,0.0177,-0.0017,0.015110453,0.2396449596,0.002144371392,0.03109011613,-0.1474036723,-0.1034185216,-0.2826144397,0.1034185216,2122.400,1945.000,5000.000,0
rm,v15,1,1,worst,kill,-1.00,0,0,1488,14.880000,148800,148801,14.3416,0.017200001,-0.0017,0.015110453,0.2333254963,0.001801949576,0.02964237705,-0.1418264806,-0.1062368825,-0.2809169888,0.1062368825,2112.400,1935.000,5000.000,0
