zone,zone_name,extra_ms,phase_kind,phase,age_path_ms,total_hard,z0_hard,z1_hard,z2_hard,z3_hard,soft_pct,fleet_max_ey_m,z0_max_ey_m,z1_max_ey_m,z2_max_ey_m,z3_max_ey_m,profile,duration_s,git_sha
3,lane-change,90,offset_ms,11.0,180.5,78,6,0,0,72,8.4,0.949,0.8753,0.2277,0.1938,0.949,12.5,95,d835913-dirty
3,lane-change,90,offset_ms,12.0,180.5,79,6,0,0,73,8.52,0.9535,0.8775,0.2302,0.1955,0.9535,12.5,95,d835913-dirty
3,lane-change,90,offset_ms,13.0,180.5,81,6,0,0,75,8.58,0.9581,0.8796,0.2326,0.1972,0.9581,12.5,95,d835913-dirty
3,lane-change,90,offset_ms,14.0,180.5,82,6,0,0,76,8.71,0.9627,0.8817,0.235,0.1989,0.9627,12.5,95,d835913-dirty
3,lane-change,90,offset_ms,15.0,180.5,83,6,0,0,77,8.81,0.9674,0.8837,0.2375,0.2006,0.9674,12.5,95,d835913-dirty
3,lane-change,90,offset_ms,16.0,180.5,86,7,0,0,79,8.87,0.972,0.8858,0.2399,0.2023,0.972,12.5,95,d835913-dirty
3,lane-change,90,offset_ms,17.0,180.5,87,7,0,0,80,8.96,0.9766,0.8878,0.2423,0.2039,0.9766,12.5,95,d835913-dirty
3,lane-change,90,offset_ms,18.0,180.5,88,7,0,0,81,9.05,0.9813,0.8899,0.2448,0.2056,0.9813,12.5,95,d835913-dirty
3,lane-change,90,offset_ms,19.0,180.5,90,7,0,0,83,9.11,0.986,0.8919,0.2472,0.2073,0.986,12.5,95,d835913-dirty
3,lane-change,90,offset_ms,19.9,180.5,89,7,0,0,82,9.25,0.9831,0.8906,0.2495,0.2088,0.9831,12.5,95,d835913-dirty
3,lane-change,100,offset_ms,0.0,190.5,86,9,0,0,77,7.73,0.9539,0.9006,0.1986,0.1758,0.9539,12.5,95,d835913-dirty
3,lane-change,100,offset_ms,1.0,190.5,87,9,0,0,78,7.84,0.9585,0.9031,0.201,0.1775,0.9585,12.5,95,d835913-dirty
3,lane-change,100,offset_ms,2.0,190.5,88,9,0,0,79,7.93,0.9632,0.9056,0.2034,0.1793,0.9632,12.5,95,d835913-dirty
3,lane-change,100,offset_ms,3.0,190.5,89,9,0,0,80,8.03,0.9679,0.9081,0.2058,0.181,0.9679,12.5,95,d835913-dirty
3,lane-change,100,offset_ms,4.0,190.5,90,9,0,0,81,8.08,0.9726,0.9105,0.2082,0.1827,0.9726,12.5,95,d835913-dirty
3,lane-change,100,offset_ms,5.0,190.5,91,9,0,0,82,8.17,0.9774,0.913,0.2106,0.1844,0.9774,12.5,95,d835913-dirty
3,lane-change,100,offset_ms,6.0,190.5,93,10,0,0,83,8.22,0.9821,0.9154,0.213,0.1861,0.9821,12.5,95,d835913-dirty
3,lane-change,100,offset_ms,7.0,190.5,95,10,0,0,85,8.28,0.9869,0.9178,0.2154,0.1879,0.9869,12.5,95,d835913-dirty
3,lane-change,100,offset_ms,8.0,190.5,95,10,0,0,85,8.34,0.9917,0.9202,0.2178,0.1896,0.9917,12.5,95,d835913-dirty
3,lane-change,100,offset_ms,9.0,190.5,96,10,0,0,86,8.61,0.9965,0.9226,0.2203,0.1913,0.9965,12.5,95,d835913-dirty
3,lane-change,100,offset_ms,10.0,190.5,97,9,0,0,88,8.78,1.0013,0.9249,0.2253,0.1921,1.0013,12.5,95,d835913-dirty
3,lane-change,100,offset_ms,11.0,190.5,98,9,0,0,89,8.89,1.0062,0.9273,0.2277,0.1938,1.0062,12.5,95,d835913-dirty
3,lane-change,100,offset_ms,12.0,190.5,98,9,0,0,89,8.96,1.011,0.9296,0.2302,0.1955,1.011,12.5,95,d835913-dirty
3,lane-change,100,offset_ms,13.0,190.5,101,9,0,0,92,9.06,1.0159,0.9319,0.2326,0.1972,1.0159,12.5,95,d835913-dirty
3,lane-change,100,offset_ms,14.0,190.5,102,10,0,0,92,9.18,1.0208,0.9342,0.235,0.1989,1.0208,12.5,95,d835913-dirty
3,lane-change,100,offset_ms,15.0,190.5,103,10,0,0,93,9.27,1.0257,0.9365,0.2375,0.2006,1.0257,12.5,95,d835913-dirty
3,lane-change,100,offset_ms,16.0,190.5,104,10,0,0,94,9.36,1.0306,0.9387,0.2399,0.2023,1.0306,12.5,95,d835913-dirty
3,lane-change,100,offset_ms,17.0,190.5,105,10,0,0,95,9.4,1.0356,0.9409,0.2423,0.2039,1.0356,12.5,95,d835913-dirty
3,lane-change,100,offset_ms,18.0,190.5,105,10,0,0,95,9.47,1.0405,0.9432,0.2448,0.2056,1.0405,12.5,95,d835913-dirty
3,lane-change,100,offset_ms,19.0,190.5,106,10,0,0,96,9.54,1.0455,0.9453,0.2472,0.2073,1.0455,12.5,95,d835913-dirty
3,lane-change,100,offset_ms,19.9,190.5,106,10,0,0,96,9.63,1.0435,0.9446,0.2495,0.2088,1.0435,12.5,95,d835913-dirty
