variant,zone_consts,zone,extra_ms,phase,age_path_ms,total_hard,z0_hard,z1_hard,z2_hard,z3_hard,soft_pct,fleet_max_ey_m,profile,duration_s,git_sha
sharp_x0.8,"0.0172,0.0035,0.004,50,100,350",2,150,7.0,240.5,0,0,0,0,0,14.69,0.7694,12.5,95,da06be4-dirty
sharp_x0.8,"0.0172,0.0035,0.004,50,100,350",2,150,8.0,240.5,0,0,0,0,0,14.74,0.7729,12.5,95,da06be4-dirty
sharp_x0.8,"0.0172,0.0035,0.004,50,100,350",2,150,9.0,240.5,0,0,0,0,0,14.85,0.7765,12.5,95,da06be4-dirty
sharp_x0.8,"0.0172,0.0035,0.004,50,100,350",2,150,10.0,240.5,0,0,0,0,0,14.89,0.7839,12.5,95,da06be4-dirty
sharp_x0.8,"0.0172,0.0035,0.004,50,100,350",2,150,11.0,240.5,0,0,0,0,0,14.97,0.7874,12.5,95,da06be4-dirty
sharp_x0.8,"0.0172,0.0035,0.004,50,100,350",2,150,12.0,240.5,0,0,0,0,0,15.06,0.7909,12.5,95,da06be4-dirty
sharp_x0.8,"0.0172,0.0035,0.004,50,100,350",2,150,13.0,240.5,0,0,0,0,0,15.26,0.7945,12.5,95,da06be4-dirty
sharp_x0.8,"0.0172,0.0035,0.004,50,100,350",2,150,14.0,240.5,0,0,0,0,0,15.33,0.798,12.5,95,da06be4-dirty
sharp_x0.8,"0.0172,0.0035,0.004,50,100,350",2,150,15.0,240.5,5,0,5,0,0,15.43,0.8015,12.5,95,da06be4-dirty
sharp_x0.8,"0.0172,0.0035,0.004,50,100,350",2,150,16.0,240.5,9,0,9,0,0,15.62,0.8051,12.5,95,da06be4-dirty
sharp_x0.8,"0.0172,0.0035,0.004,50,100,350",2,150,17.0,240.5,11,0,11,0,0,15.79,0.8086,12.5,95,da06be4-dirty
sharp_x0.8,"0.0172,0.0035,0.004,50,100,350",2,150,18.0,240.5,14,0,14,0,0,15.88,0.8122,12.5,95,da06be4-dirty
sharp_x0.8,"0.0172,0.0035,0.004,50,100,350",2,150,19.0,240.5,15,0,15,0,0,16.05,0.8158,12.5,95,da06be4-dirty
sharp_x0.8,"0.0172,0.0035,0.004,50,100,350",2,150,19.9,240.5,16,0,16,0,0,15.99,0.8177,12.5,95,da06be4-dirty
sharp_x0.8,"0.0172,0.0035,0.004,50,100,350",2,160,0.0,250.5,25,0,25,0,0,16.31,0.8448,12.5,95,da06be4-dirty
sharp_x0.8,"0.0172,0.0035,0.004,50,100,350",2,160,1.0,250.5,26,0,26,0,0,16.36,0.8487,12.5,95,da06be4-dirty
sharp_x0.8,"0.0172,0.0035,0.004,50,100,350",2,160,2.0,250.5,27,0,27,0,0,16.41,0.8525,12.5,95,da06be4-dirty
sharp_x0.8,"0.0172,0.0035,0.004,50,100,350",2,160,3.0,250.5,28,0,28,0,0,16.45,0.8564,12.5,95,da06be4-dirty
sharp_x0.8,"0.0172,0.0035,0.004,50,100,350",2,160,4.0,250.5,29,0,29,0,0,16.52,0.8602,12.5,95,da06be4-dirty
sharp_x0.8,"0.0172,0.0035,0.004,50,100,350",2,160,5.0,250.5,30,0,30,0,0,16.58,0.8641,12.5,95,da06be4-dirty
sharp_x0.8,"0.0172,0.0035,0.004,50,100,350",2,160,6.0,250.5,31,0,31,0,0,16.71,0.868,12.5,95,da06be4-dirty
sharp_x0.8,"0.0172,0.0035,0.004,50,100,350",2,160,7.0,250.5,31,0,31,0,0,16.79,0.8719,12.5,95,da06be4-dirty
sharp_x0.8,"0.0172,0.0035,0.004,50,100,350",2,160,8.0,250.5,33,0,33,0,0,16.84,0.8758,12.5,95,da06be4-dirty
sharp_x0.8,"0.0172,0.0035,0.004,50,100,350",2,160,9.0,250.5,33,0,33,0,0,16.96,0.8797,12.5,95,da06be4-dirty
sharp_x0.8,"0.0172,0.0035,0.004,50,100,350",2,160,10.0,250.5,35,0,35,0,0,17.13,0.8879,12.5,95,da06be4-dirty
sharp_x0.8,"0.0172,0.0035,0.004,50,100,350",2,160,11.0,250.5,36,0,36,0,0,17.21,0.8917,12.5,95,da06be4-dirty
sharp_x0.8,"0.0172,0.0035,0.004,50,100,350",2,160,12.0,250.5,37,0,37,0,0,17.35,0.8956,12.5,95,da06be4-dirty
sharp_x0.8,"0.0172,0.0035,0.004,50,100,350",2,160,13.0,250.5,37,0,37,0,0,17.45,0.8995,12.5,95,da06be4-dirty
sharp_x0.8,"0.0172,0.0035,0.004,50,100,350",2,160,14.0,250.5,39,0,39,0,0,17.46,0.9034,12.5,95,da06be4-dirty
sharp_x0.8,"0.0172,0.0035,0.004,50,100,350",2,160,15.0,250.5,39,0,39,0,0,17.56,0.9073,12.5,95,da06be4-dirty
sharp_x0.8,"0.0172,0.0035,0.004,50,100,350",2,160,16.0,250.5,40,0,40,0,0,17.69,0.9112,12.5,95,da06be4-dirty
sharp_x0.8,"0.0172,0.0035,0.004,50,100,350",2,160,17.0,250.5,40,0,40,0,0,17.81,0.9152,12.5,95,da06be4-dirty
sharp_x0.8,"0.0172,0.0035,0.004,50,100,350",2,160,18.0,250.5,42,0,42,0,0,17.86,0.9191,12.5,95,da06be4-dirty
sharp_x0.8,"0.0172,0.0035,0.004,50,100,350",2,160,19.0,250.5,42,0,42,0,0,17.96,0.923,12.5,95,da06be4-dirty
sharp_x0.8,"0.0172,0.0035,0.004,50,100,350",2,160,19.9,250.5,43,0,43,0,0,17.86,0.9252,12.5,95,da06be4-dirty
sharp_x0.8,"0.0172,0.0035,0.004,50,100,350",2,170,0.0,260.5,46,0,46,0,0,17.55,0.9494,12.5,95,da06be4-dirty
sharp_x0.8,"0.0172,0.0035,0.004,50,100,350",2,170,1.0,260.5,46,0,46,0,0,17.65,0.9537,12.5,95,da06be4-dirty
sharp_x0.8,"0.0172,0.0035,0.004,50,100,350",2,170,2.0,260.5,47,0,47,0,0,17.72,0.9579,12.5,95,da06be4-dirty
sharp_x0.8,"0.0172,0.0035,0.004,50,100,350",2,170,3.0,260.5,47,0,47,0,0,17.79,0.9622,12.5,95,da06be4-dirty
sharp_x0.8,"0.0172,0.0035,0.004,50,100,350",2,170,4.0,260.5,49,0,49,0,0,17.85,0.9665,12.5,95,da06be4-dirty
sharp_x0.8,"0.0172,0.0035,0.004,50,100,350",2,170,5.0,260.5,49,0,49,0,0,17.91,0.9707,12.5,95,da06be4-dirty
sharp_x0.8,"0.0172,0.0035,0.004,50,100,350",2,170,6.0,260.5,50,0,50,0,0,17.97,0.975,12.5,95,da06be4-dirty
sharp_x0.8,"0.0172,0.0035,0.004,50,100,350",2,170,7.0,260.5,50,0,50,0,0,18.02,0.9793,12.5,95,da06be4-dirty
sharp_x0.8,"0.0172,0.0035,0.004,50,100,350",2,170,8.0,260.5,51,0,51,0,0,18.05,0.9836,12.5,95,da06be4-dirty
sharp_x0.8,"0.0172,0.0035,0.004,50,100,350",2,170,9.0,260.5,52,0,52,0,0,18.15,0.988,12.5,95,da06be4-dirty
sharp_x0.8,"0.0172,0.0035,0.004,50,100,350",2,170,10.0,260.5,53,0,53,0,0,18.27,0.9967,12.5,95,da06be4-dirty
sharp_x0.8,"0.0172,0.0035,0.004,50,100,350",2,170,11.0,260.5,54,0,54,0,0,18.29,1.001,12.5,95,da06be4-dirty
sharp_x0.8,"0.0172,0.0035,0.004,50,100,350",2,170,12.0,260.5,54,0,54,0,0,18.37,1.0053,12.5,95,da06be4-dirty
sharp_x0.8,"0.0172,0.0035,0.004,50,100,350",2,170,13.0,260.5,54,0,54,0,0,18.4,1.0096,12.5,95,da06be4-dirty
sharp_x0.8,"0.0172,0.0035,0.004,50,100,350",2,170,14.0,260.5,56,0,56,0,0,18.48,1.0138,12.5,95,da06be4-dirty
sharp_x0.8,"0.0172,0.0035,0.004,50,100,350",2,170,15.0,260.5,56,0,56,0,0,18.59,1.0181,12.5,95,da06be4-dirty
sharp_x0.8,"0.0172,0.0035,0.004,50,100,350",2,170,16.0,260.5,57,0,57,0,0,18.64,1.0224,12.5,95,da06be4-dirty
sharp_x0.8,"0.0172,0.0035,0.004,50,100,350",2,170,17.0,260.5,57,0,57,0,0,18.81,1.0268,12.5,95,da06be4-dirty
sharp_x0.8,"0.0172,0.0035,0.004,50,100,350",2,170,18.0,260.5,57,0,57,0,0,18.97,1.0311,12.5,95,da06be4-dirty
sharp_x0.8,"0.0172,0.0035,0.004,50,100,350",2,170,19.0,260.5,58,0,58,0,0,19.14,1.0354,12.5,95,da06be4-dirty
sharp_x0.8,"0.0172,0.0035,0.004,50,100,350",2,170,19.9,260.5,60,0,60,0,0,19.21,1.037,12.5,95,da06be4-dirty
sharp_x0.8,"0.0172,0.0035,0.004,50,100,350",2,180,0.0,270.5,60,0,60,0,0,19.93,1.0536,12.5,95,da06be4-dirty
sharp_x0.8,"0.0172,0.0035,0.004,50,100,350",2,180,1.0,270.5,60,0,60,0,0,19.99,1.0582,12.5,95,da06be4-dirty
sharp_x0.8,"0.0172,0.0035,0.004,50,100,350",2,180,2.0,270.5,61,0,61,0,0,20.04,1.0629,12.5,95,da06be4-dirty
sharp_x0.8,"0.0172,0.0035,0.004,50,100,350",2,180,3.0,270.5,61,0,61,0,0,20.09,1.0675,12.5,95,da06be4-dirty
sharp_x0.8,"0.0172,0.0035,0.004,50,100,350",2,180,4.0,270.5,62,0,62,0,0,20.2,1.0722,12.5,95,da06be4-dirty
sharp_x0.8,"0.0172,0.0035,0.004,50,100,350",2,180,5.0,270.5,63,0,63,0,0,20.26,1.0768,12.5,95,da06be4-dirty
sharp_x0.8,"0.0172,0.0035,0.004,50,100,350",2,180,6.0,270.5,63,0,63,0,0,20.32,1.0815,12.5,95,da06be4-dirty
sharp_x0.8,"0.0172,0.0035,0.004,50,100,350",2,180,7.0,270.5,63,0,63,0,0,20.39,1.0862,12.5,95,da06be4-dirty
sharp_x0.8,"0.0172,0.0035,0.004,50,100,350",2,180,8.0,270.5,64,0,64,0,0,20.42,1.0909,12.5,95,da06be4-dirty
sharp_x0.8,"0.0172,0.0035,0.004,50,100,350",2,180,9.0,270.5,64,0,64,0,0,20.53,1.0956,12.5,95,da06be4-dirty
sharp_x0.8,"0.0172,0.0035,0.004,50,100,350",2,180,10.0,270.5,66,0,66,0,0,21.0,1.1052,12.5,95,da06be4-dirty
sharp_x0.8,"0.0172,0.0035,0.004,50,100,350",2,180,11.0,270.5,67,0,67,0,0,21.13,1.1098,12.5,95,da06be4-dirty
sharp_x0.8,"0.0172,0.0035,0.004,50,100,350",2,180,12.0,270.5,67,0,67,0,0,21.23,1.1144,12.5,95,da06be4-dirty
sharp_x0.8,"0.0172,0.0035,0.004,50,100,350",2,180,13.0,270.5,67,0,67,0,0,21.34,1.1191,12.5,95,da06be4-dirty
sharp_x0.8,"0.0172,0.0035,0.004,50,100,350",2,180,14.0,270.5,68,0,68,0,0,21.46,1.1237,12.5,95,da06be4-dirty
sharp_x0.8,"0.0172,0.0035,0.004,50,100,350",2,180,15.0,270.5,68,0,68,0,0,21.61,1.1284,12.5,95,da06be4-dirty
sharp_x0.8,"0.0172,0.0035,0.004,50,100,350",2,180,16.0,270.5,69,0,69,0,0,21.75,1.1331,12.5,95,da06be4-dirty
sharp_x0.8,"0.0172,0.0035,0.004,50,100,350",2,180,17.0,270.5,70,0,70,0,0,21.87,1.1378,12.5,95,da06be4-dirty
sharp_x0.8,"0.0172,0.0035,0.004,50,100,350",2,180,18.0,270.5,70,0,70,0,0,22.02,1.1425,12.5,95,da06be4-dirty
sharp_x0.8,"0.0172,0.0035,0.004,50,100,350",2,180,19.0,270.5,70,0,70,0,0,22.11,1.1472,12.5,95,da06be4-dirty
sharp_x0.8,"0.0172,0.0035,0.004,50,100,350",2,180,19.9,270.5,71,0,71,0,0,22.37,1.1494,12.5,95,da06be4-dirty
sharp_x0.8,"0.0172,0.0035,0.004,50,100,350",2,190,0.0,280.5,114,0,70,44,0,23.03,1.1599,12.5,95,da06be4-dirty
sharp_x0.8,"0.0172,0.0035,0.004,50,100,350",2,190,1.0,280.5,124,0,71,53,0,23.19,1.1649,12.5,95,da06be4-dirty
sharp_x0.8,"0.0172,0.0035,0.004,50,100,350",2,190,2.0,280.5,138,0,71,67,0,23.35,1.1699,12.5,95,da06be4-dirty
sharp_x0.8,"0.0172,0.0035,0.004,50,100,350",2,190,3.0,280.5,147,0,71,76,0,23.49,1.175,12.5,95,da06be4-dirty
sharp_x0.8,"0.0172,0.0035,0.004,50,100,350",2,190,4.0,280.5,155,0,72,83,0,23.66,1.18,12.5,95,da06be4-dirty
sharp_x0.8,"0.0172,0.0035,0.004,50,100,350",2,190,5.0,280.5,162,0,72,90,0,23.74,1.185,12.5,95,da06be4-dirty
sharp_x0.8,"0.0172,0.0035,0.004,50,100,350",2,190,6.0,280.5,168,0,72,96,0,23.81,1.1901,12.5,95,da06be4-dirty
sharp_x0.8,"0.0172,0.0035,0.004,50,100,350",2,190,7.0,280.5,176,0,74,102,0,23.91,1.1951,12.5,95,da06be4-dirty
sharp_x0.8,"0.0172,0.0035,0.004,50,100,350",2,190,8.0,280.5,187,0,74,113,0,24.0,1.2002,12.5,95,da06be4-dirty
sharp_x0.8,"0.0172,0.0035,0.004,50,100,350",2,190,9.0,280.5,197,0,74,123,0,24.13,1.2052,12.5,95,da06be4-dirty
sharp_x0.8,"0.0172,0.0035,0.004,50,100,350",2,190,10.0,280.5,211,0,75,136,0,24.35,1.2155,12.5,95,da06be4-dirty
sharp_x0.8,"0.0172,0.0035,0.004,50,100,350",2,190,11.0,280.5,219,0,76,143,0,24.43,1.2204,12.5,95,da06be4-dirty
sharp_x0.8,"0.0172,0.0035,0.004,50,100,350",2,190,12.0,280.5,225,0,76,149,0,24.51,1.2254,12.5,95,da06be4-dirty
sharp_x0.8,"0.0172,0.0035,0.004,50,100,350",2,190,13.0,280.5,230,0,76,154,0,24.68,1.2305,12.5,95,da06be4-dirty
sharp_x0.8,"0.0172,0.0035,0.004,50,100,350",2,190,14.0,280.5,236,0,77,159,0,24.77,1.2355,12.5,95,da06be4-dirty
sharp_x0.8,"0.0172,0.0035,0.004,50,100,350",2,190,15.0,280.5,241,0,78,163,0,24.86,1.2405,12.5,95,da06be4-dirty
sharp_x0.8,"0.0172,0.0035,0.004,50,100,350",2,190,16.0,280.5,247,0,78,169,0,25.12,1.2455,12.5,95,da06be4-dirty
sharp_x0.8,"0.0172,0.0035,0.004,50,100,350",2,190,17.0,280.5,253,0,79,174,0,25.32,1.2506,12.5,95,da06be4-dirty
sharp_x0.8,"0.0172,0.0035,0.004,50,100,350",2,190,18.0,280.5,264,0,86,178,0,25.59,1.2556,12.5,95,da06be4-dirty
sharp_x0.8,"0.0172,0.0035,0.004,50,100,350",2,190,19.0,280.5,271,0,90,181,0,25.76,1.2606,12.5,95,da06be4-dirty
sharp_x0.8,"0.0172,0.0035,0.004,50,100,350",2,190,19.9,280.5,264,0,93,171,0,26.18,1.2619,12.5,95,da06be4-dirty
sharp_x0.8,"0.0172,0.0035,0.004,50,100,350",2,200,0.0,290.5,460,0,100,360,0,26.43,1.2733,12.5,95,da06be4-dirty
sharp_x0.8,"0.0172,0.0035,0.004,50,100,350",2,200,1.0,290.5,464,0,100,364,0,26.54,1.2786,12.5,95,da06be4-dirty
sharp_x0.8,"0.0172,0.0035,0.004,50,100,350",2,200,2.0,290.5,468,0,100,368,0,26.67,1.284,12.5,95,da06be4-dirty
sharp_x0.8,"0.0172,0.0035,0.004,50,100,350",2,200,3.0,290.5,474,0,104,370,0,26.87,1.2894,12.5,95,da06be4-dirty
sharp_x0.8,"0.0172,0.0035,0.004,50,100,350",2,200,4.0,290.5,480,0,110,370,0,27.02,1.2947,12.5,95,da06be4-dirty
sharp_x0.8,"0.0172,0.0035,0.004,50,100,350",2,200,5.0,290.5,487,0,113,374,0,27.13,1.3001,12.5,95,da06be4-dirty
sharp_x0.8,"0.0172,0.0035,0.004,50,100,350",2,200,6.0,290.5,493,0,115,378,0,27.25,1.3055,12.5,95,da06be4-dirty
sharp_x0.8,"0.0172,0.0035,0.004,50,100,350",2,200,7.0,290.5,498,0,118,380,0,27.39,1.3109,12.5,95,da06be4-dirty
sharp_x0.8,"0.0172,0.0035,0.004,50,100,350",2,200,8.0,290.5,504,0,122,382,0,27.44,1.3163,12.5,95,da06be4-dirty
sharp_x0.8,"0.0172,0.0035,0.004,50,100,350",2,200,9.0,290.5,508,0,123,385,0,27.58,1.3217,12.5,95,da06be4-dirty
sharp_x0.8,"0.0172,0.0035,0.004,50,100,350",2,200,10.0,290.5,520,0,130,390,0,27.83,1.3326,12.5,95,da06be4-dirty
sharp_x0.8,"0.0172,0.0035,0.004,50,100,350",2,200,11.0,290.5,524,0,131,393,0,27.94,1.338,12.5,95,da06be4-dirty
sharp_x0.8,"0.0172,0.0035,0.004,50,100,350",2,200,12.0,290.5,528,0,132,396,0,28.19,1.3433,12.5,95,da06be4-dirty
sharp_x0.8,"0.0172,0.0035,0.004,50,100,350",2,200,13.0,290.5,532,0,134,398,0,28.39,1.3487,12.5,95,da06be4-dirty
sharp_x0.8,"0.0172,0.0035,0.004,50,100,350",2,200,14.0,290.5,536,0,136,400,0,28.51,1.354,12.5,95,da06be4-dirty
sharp_x0.8,"0.0172,0.0035,0.004,50,100,350",2,200,15.0,290.5,540,0,137,403,0,28.75,1.3594,12.5,95,da06be4-dirty
sharp_x0.8,"0.0172,0.0035,0.004,50,100,350",2,200,16.0,290.5,543,0,139,404,0,28.95,1.3648,12.5,95,da06be4-dirty
sharp_x0.8,"0.0172,0.0035,0.004,50,100,350",2,200,17.0,290.5,547,0,140,407,0,29.2,1.3701,12.5,95,da06be4-dirty
sharp_x0.8,"0.0172,0.0035,0.004,50,100,350",2,200,18.0,290.5,553,0,143,410,0,29.44,1.3755,12.5,95,da06be4-dirty
sharp_x0.8,"0.0172,0.0035,0.004,50,100,350",2,200,19.0,290.5,555,0,144,411,0,29.58,1.3809,12.5,95,da06be4-dirty
sharp_x0.8,"0.0172,0.0035,0.004,50,100,350",2,200,19.9,290.5,555,0,143,412,0,30.15,1.3801,12.5,95,da06be4-dirty
sharp_x1.2,"0.0258,0.0035,0.004,50,100,350",3,20,0.0,110.5,0,0,0,0,0,4.27,0.4845,12.5,95,da06be4-dirty
sharp_x1.2,"0.0258,0.0035,0.004,50,100,350",3,20,1.0,110.5,0,0,0,0,0,4.37,0.4895,12.5,95,da06be4-dirty
sharp_x1.2,"0.0258,0.0035,0.004,50,100,350",3,20,2.0,110.5,0,0,0,0,0,4.46,0.4946,12.5,95,da06be4-dirty
sharp_x1.2,"0.0258,0.0035,0.004,50,100,350",3,20,3.0,110.5,0,0,0,0,0,4.54,0.4996,12.5,95,da06be4-dirty
sharp_x1.2,"0.0258,0.0035,0.004,50,100,350",3,20,4.0,110.5,0,0,0,0,0,4.59,0.5046,12.5,95,da06be4-dirty
sharp_x1.2,"0.0258,0.0035,0.004,50,100,350",3,20,5.0,110.5,0,0,0,0,0,4.69,0.5097,12.5,95,da06be4-dirty
sharp_x1.2,"0.0258,0.0035,0.004,50,100,350",3,20,6.0,110.5,0,0,0,0,0,4.73,0.5147,12.5,95,da06be4-dirty
sharp_x1.2,"0.0258,0.0035,0.004,50,100,350",3,20,7.0,110.5,0,0,0,0,0,4.77,0.5197,12.5,95,da06be4-dirty
sharp_x1.2,"0.0258,0.0035,0.004,50,100,350",3,20,8.0,110.5,0,0,0,0,0,4.83,0.5248,12.5,95,da06be4-dirty
sharp_x1.2,"0.0258,0.0035,0.004,50,100,350",3,20,9.0,110.5,0,0,0,0,0,5.06,0.5298,12.5,95,da06be4-dirty
sharp_x1.2,"0.0258,0.0035,0.004,50,100,350",3,20,10.0,110.5,0,0,0,0,0,5.29,0.5348,12.5,95,da06be4-dirty
sharp_x1.2,"0.0258,0.0035,0.004,50,100,350",3,20,11.0,110.5,0,0,0,0,0,5.43,0.5399,12.5,95,da06be4-dirty
sharp_x1.2,"0.0258,0.0035,0.004,50,100,350",3,20,12.0,110.5,0,0,0,0,0,5.52,0.5449,12.5,95,da06be4-dirty
sharp_x1.2,"0.0258,0.0035,0.004,50,100,350",3,20,13.0,110.5,0,0,0,0,0,5.59,0.5499,12.5,95,da06be4-dirty
sharp_x1.2,"0.0258,0.0035,0.004,50,100,350",3,20,14.0,110.5,0,0,0,0,0,5.69,0.555,12.5,95,da06be4-dirty
sharp_x1.2,"0.0258,0.0035,0.004,50,100,350",3,20,15.0,110.5,0,0,0,0,0,5.8,0.56,12.5,95,da06be4-dirty
sharp_x1.2,"0.0258,0.0035,0.004,50,100,350",3,20,16.0,110.5,0,0,0,0,0,5.86,0.5651,12.5,95,da06be4-dirty
sharp_x1.2,"0.0258,0.0035,0.004,50,100,350",3,20,17.0,110.5,0,0,0,0,0,5.92,0.5701,12.5,95,da06be4-dirty
sharp_x1.2,"0.0258,0.0035,0.004,50,100,350",3,20,18.0,110.5,0,0,0,0,0,5.99,0.5752,12.5,95,da06be4-dirty
sharp_x1.2,"0.0258,0.0035,0.004,50,100,350",3,20,19.0,110.5,0,0,0,0,0,6.04,0.5802,12.5,95,da06be4-dirty
sharp_x1.2,"0.0258,0.0035,0.004,50,100,350",3,20,19.9,110.5,0,0,0,0,0,6.09,0.5847,12.5,95,da06be4-dirty
sharp_x1.2,"0.0258,0.0035,0.004,50,100,350",3,30,0.0,120.5,0,0,0,0,0,4.62,0.499,12.5,95,da06be4-dirty
sharp_x1.2,"0.0258,0.0035,0.004,50,100,350",3,30,1.0,120.5,0,0,0,0,0,4.74,0.5041,12.5,95,da06be4-dirty
sharp_x1.2,"0.0258,0.0035,0.004,50,100,350",3,30,2.0,120.5,0,0,0,0,0,4.83,0.5093,12.5,95,da06be4-dirty
sharp_x1.2,"0.0258,0.0035,0.004,50,100,350",3,30,3.0,120.5,0,0,0,0,0,4.95,0.5144,12.5,95,da06be4-dirty
sharp_x1.2,"0.0258,0.0035,0.004,50,100,350",3,30,4.0,120.5,0,0,0,0,0,5.01,0.5195,12.5,95,da06be4-dirty
sharp_x1.2,"0.0258,0.0035,0.004,50,100,350",3,30,5.0,120.5,0,0,0,0,0,5.08,0.5246,12.5,95,da06be4-dirty
sharp_x1.2,"0.0258,0.0035,0.004,50,100,350",3,30,6.0,120.5,0,0,0,0,0,5.12,0.5297,12.5,95,da06be4-dirty
sharp_x1.2,"0.0258,0.0035,0.004,50,100,350",3,30,7.0,120.5,0,0,0,0,0,5.19,0.5349,12.5,95,da06be4-dirty
sharp_x1.2,"0.0258,0.0035,0.004,50,100,350",3,30,8.0,120.5,0,0,0,0,0,5.25,0.54,12.5,95,da06be4-dirty
sharp_x1.2,"0.0258,0.0035,0.004,50,100,350",3,30,9.0,120.5,0,0,0,0,0,5.54,0.5451,12.5,95,da06be4-dirty
sharp_x1.2,"0.0258,0.0035,0.004,50,100,350",3,30,10.0,120.5,0,0,0,0,0,5.8,0.5502,12.5,95,da06be4-dirty
sharp_x1.2,"0.0258,0.0035,0.004,50,100,350",3,30,11.0,120.5,0,0,0,0,0,5.91,0.5554,12.5,95,da06be4-dirty
sharp_x1.2,"0.0258,0.0035,0.004,50,100,350",3,30,12.0,120.5,0,0,0,0,0,5.99,0.5605,12.5,95,da06be4-dirty
sharp_x1.2,"0.0258,0.0035,0.004,50,100,350",3,30,13.0,120.5,0,0,0,0,0,6.06,0.5656,12.5,95,da06be4-dirty
sharp_x1.2,"0.0258,0.0035,0.004,50,100,350",3,30,14.0,120.5,0,0,0,0,0,6.15,0.5707,12.5,95,da06be4-dirty
sharp_x1.2,"0.0258,0.0035,0.004,50,100,350",3,30,15.0,120.5,0,0,0,0,0,6.26,0.5759,12.5,95,da06be4-dirty
sharp_x1.2,"0.0258,0.0035,0.004,50,100,350",3,30,16.0,120.5,0,0,0,0,0,6.33,0.581,12.5,95,da06be4-dirty
sharp_x1.2,"0.0258,0.0035,0.004,50,100,350",3,30,17.0,120.5,0,0,0,0,0,6.38,0.5861,12.5,95,da06be4-dirty
sharp_x1.2,"0.0258,0.0035,0.004,50,100,350",3,30,18.0,120.5,0,0,0,0,0,6.42,0.5912,12.5,95,da06be4-dirty
sharp_x1.2,"0.0258,0.0035,0.004,50,100,350",3,30,19.0,120.5,0,0,0,0,0,6.49,0.5964,12.5,95,da06be4-dirty
sharp_x1.2,"0.0258,0.0035,0.004,50,100,350",3,30,19.9,120.5,0,0,0,0,0,6.49,0.6009,12.5,95,da06be4-dirty
sharp_x1.2,"0.0258,0.0035,0.004,50,100,350",3,40,0.0,130.5,0,0,0,0,0,4.76,0.5725,12.5,95,da06be4-dirty
sharp_x1.2,"0.0258,0.0035,0.004,50,100,350",3,40,1.0,130.5,0,0,0,0,0,4.87,0.5748,12.5,95,da06be4-dirty
sharp_x1.2,"0.0258,0.0035,0.004,50,100,350",3,40,2.0,130.5,0,0,0,0,0,4.97,0.5771,12.5,95,da06be4-dirty
sharp_x1.2,"0.0258,0.0035,0.004,50,100,350",3,40,3.0,130.5,0,0,0,0,0,5.06,0.5795,12.5,95,da06be4-dirty
sharp_x1.2,"0.0258,0.0035,0.004,50,100,350",3,40,4.0,130.5,0,0,0,0,0,5.13,0.5819,12.5,95,da06be4-dirty
sharp_x1.2,"0.0258,0.0035,0.004,50,100,350",3,40,5.0,130.5,0,0,0,0,0,5.19,0.5843,12.5,95,da06be4-dirty
sharp_x1.2,"0.0258,0.0035,0.004,50,100,350",3,40,6.0,130.5,0,0,0,0,0,5.25,0.5868,12.5,95,da06be4-dirty
sharp_x1.2,"0.0258,0.0035,0.004,50,100,350",3,40,7.0,130.5,0,0,0,0,0,5.31,0.5893,12.5,95,da06be4-dirty
sharp_x1.2,"0.0258,0.0035,0.004,50,100,350",3,40,8.0,130.5,0,0,0,0,0,5.35,0.5918,12.5,95,da06be4-dirty
sharp_x1.2,"0.0258,0.0035,0.004,50,100,350",3,40,9.0,130.5,0,0,0,0,0,5.62,0.5944,12.5,95,da06be4-dirty
sharp_x1.2,"0.0258,0.0035,0.004,50,100,350",3,40,10.0,130.5,0,0,0,0,0,5.78,0.597,12.5,95,da06be4-dirty
sharp_x1.2,"0.0258,0.0035,0.004,50,100,350",3,40,11.0,130.5,0,0,0,0,0,5.88,0.5996,12.5,95,da06be4-dirty
sharp_x1.2,"0.0258,0.0035,0.004,50,100,350",3,40,12.0,130.5,0,0,0,0,0,5.99,0.6023,12.5,95,da06be4-dirty
sharp_x1.2,"0.0258,0.0035,0.004,50,100,350",3,40,13.0,130.5,0,0,0,0,0,6.08,0.605,12.5,95,da06be4-dirty
sharp_x1.2,"0.0258,0.0035,0.004,50,100,350",3,40,14.0,130.5,0,0,0,0,0,6.17,0.6077,12.5,95,da06be4-dirty
sharp_x1.2,"0.0258,0.0035,0.004,50,100,350",3,40,15.0,130.5,0,0,0,0,0,6.25,0.6105,12.5,95,da06be4-dirty
sharp_x1.2,"0.0258,0.0035,0.004,50,100,350",3,40,16.0,130.5,0,0,0,0,0,6.31,0.6133,12.5,95,da06be4-dirty
sharp_x1.2,"0.0258,0.0035,0.004,50,100,350",3,40,17.0,130.5,0,0,0,0,0,6.38,0.6161,12.5,95,da06be4-dirty
sharp_x1.2,"0.0258,0.0035,0.004,50,100,350",3,40,18.0,130.5,0,0,0,0,0,6.47,0.619,12.5,95,da06be4-dirty
sharp_x1.2,"0.0258,0.0035,0.004,50,100,350",3,40,19.0,130.5,0,0,0,0,0,6.52,0.6218,12.5,95,da06be4-dirty
sharp_x1.2,"0.0258,0.0035,0.004,50,100,350",3,40,19.9,130.5,0,0,0,0,0,6.56,0.6262,12.5,95,da06be4-dirty
sharp_x1.2,"0.0258,0.0035,0.004,50,100,350",3,50,0.0,140.5,0,0,0,0,0,4.47,0.6547,12.5,95,da06be4-dirty
