profile,zone,zone_name,eps_per_m,total_hard,z0_hard,z1_hard,z2_hard,z3_hard,fleet_max_ey_m,target_zone_max_ey_m,age_path_ms,missed_E,missed_B,missed_F,missed_M,scheduler,vehicles,cores,exec,duration_s,decimation_ms,git_sha
15,1,slight-turn,-0.06,567,92,220,255,0,1.5612,1.4531,90.5,0,0,0,0,rm,1,3,worst,79,10,ef87ca8
15,1,slight-turn,0.08,767,152,280,335,0,1.8898,1.8788,90.5,0,0,0,0,rm,1,3,worst,79,10,ef87ca8
15,1,slight-turn,-0.08,877,148,323,406,0,2.0539,1.823,90.5,0,0,0,0,rm,1,3,worst,79,10,ef87ca8
15,1,slight-turn,0.1,1084,212,359,513,0,2.3826,2.3239,90.5,0,0,0,0,rm,1,3,worst,79,10,ef87ca8
15,1,slight-turn,-0.1,1183,208,388,587,0,2.5466,2.1929,90.5,0,0,0,0,rm,1,3,worst,79,10,ef87ca8
15,1,slight-turn,0.12,1349,273,422,654,0,2.8753,2.7689,90.5,0,0,0,0,rm,1,3,worst,79,10,ef87ca8
15,1,slight-turn,-0.12,1443,269,472,702,0,3.0394,2.5725,90.5,0,0,0,0,rm,1,3,worst,79,10,ef87ca8
15,1,slight-turn,0.16,1868,353,537,955,23,3.861,3.6591,90.5,0,0,0,0,rm,1,3,worst,79,10,ef87ca8
15,1,slight-turn,-0.16,1891,357,551,983,0,4.025,3.4626,90.5,0,0,0,0,rm,1,3,worst,79,10,ef87ca8
15,1,slight-turn,0.2,2220,424,607,1159,30,4.8466,4.5493,90.5,0,0,0,0,rm,1,3,worst,79,10,ef87ca8
15,1,slight-turn,-0.2,2248,444,649,1155,0,5.0107,4.3528,90.5,0,0,0,0,rm,1,3,worst,79,10,ef87ca8
15,1,slight-turn,0.25,2599,494,707,1340,58,6.0787,5.6621,90.5,0,0,0,0,rm,1,3,worst,79,10,ef87ca8
15,1,slight-turn,-0.25,2607,510,732,1343,22,6.2427,5.4656,90.5,0,0,0,0,rm,1,3,worst,79,10,ef87ca8
15,1,slight-turn,0.3,2875,548,769,1474,84,7.3108,6.7748,90.5,0,0,0,0,rm,1,3,worst,79,10,ef87ca8
15,1,slight-turn,-0.3,2869,570,774,1495,30,7.4748,6.5783,90.5,0,0,0,0,rm,1,3,worst,79,10,ef87ca8
15,2,sharp-turn,0.02,0,0,0,0,0,0.7064,0.5155,90.5,0,0,0,0,rm,1,3,worst,79,10,ef87ca8
15,2,sharp-turn,-0.02,0,0,0,0,0,0.5033,0.3795,90.5,0,0,0,0,rm,1,3,worst,79,10,ef87ca8
15,2,sharp-turn,0.03,28,0,28,0,0,0.8894,0.6836,90.5,0,0,0,0,rm,1,3,worst,79,10,ef87ca8
15,2,sharp-turn,-0.03,0,0,0,0,0,0.6836,0.5502,90.5,0,0,0,0,rm,1,3,worst,79,10,ef87ca8
15,2,sharp-turn,0.04,71,0,49,22,0,1.0725,0.8834,90.5,0,0,0,0,rm,1,3,worst,79,10,ef87ca8
15,2,sharp-turn,-0.04,31,0,31,0,0,0.8791,0.7242,90.5,0,0,0,0,rm,1,3,worst,79,10,ef87ca8
15,2,sharp-turn,0.05,208,0,107,101,0,1.2557,1.0832,90.5,0,0,0,0,rm,1,3,worst,79,10,ef87ca8
15,2,sharp-turn,-0.05,113,0,54,59,0,1.0746,0.9189,90.5,0,0,0,0,rm,1,3,worst,79,10,ef87ca8
15,2,sharp-turn,0.06,296,0,140,156,0,1.4388,1.2831,90.5,0,0,0,0,rm,1,3,worst,79,10,ef87ca8
15,2,sharp-turn,-0.06,159,0,67,92,0,1.2702,1.1188,90.5,0,0,0,0,rm,1,3,worst,79,10,ef87ca8
15,2,sharp-turn,0.08,483,27,181,275,0,1.8052,1.683,90.5,0,0,0,0,rm,1,3,worst,79,10,ef87ca8
15,2,sharp-turn,-0.08,370,12,141,217,0,1.6613,1.5186,90.5,0,0,0,0,rm,1,3,worst,79,10,ef87ca8
15,2,sharp-turn,0.1,667,53,208,406,0,2.1716,2.083,90.5,0,0,0,0,rm,1,3,worst,79,10,ef87ca8
15,2,sharp-turn,-0.1,541,31,171,339,0,2.0523,1.9186,90.5,0,0,0,0,rm,1,3,worst,79,10,ef87ca8
15,2,sharp-turn,0.12,853,73,256,524,0,2.538,2.483,90.5,0,0,0,0,rm,1,3,worst,79,10,ef87ca8
15,2,sharp-turn,-0.12,725,60,208,457,0,2.4434,2.3186,90.5,0,0,0,0,rm,1,3,worst,79,10,ef87ca8
15,2,sharp-turn,0.16,1248,94,354,767,33,3.2831,3.2831,90.5,0,0,0,0,rm,1,3,worst,79,10,ef87ca8
15,2,sharp-turn,-0.16,1069,85,285,677,22,3.2256,3.1187,90.5,0,0,0,0,rm,1,3,worst,79,10,ef87ca8
15,2,sharp-turn,0.2,1491,143,405,899,44,4.0832,4.0832,90.5,0,0,0,0,rm,1,3,worst,79,10,ef87ca8
15,2,sharp-turn,-0.2,1356,138,375,807,36,4.0077,3.9188,90.5,0,0,0,0,rm,1,3,worst,79,10,ef87ca8
15,2,sharp-turn,0.25,1802,233,447,1069,53,5.0834,5.0834,90.5,0,0,0,0,rm,1,3,worst,79,10,ef87ca8
15,2,sharp-turn,-0.25,1707,219,430,1012,46,4.9854,4.919,90.5,0,0,0,0,rm,1,3,worst,79,10,ef87ca8
15,2,sharp-turn,0.3,2061,311,498,1194,58,6.0836,6.0836,90.5,0,0,0,0,rm,1,3,worst,79,10,ef87ca8
15,2,sharp-turn,-0.3,2014,319,465,1177,53,5.9631,5.9191,90.5,0,0,0,0,rm,1,3,worst,79,10,ef87ca8
15,3,lane-change,0.02,0,0,0,0,0,0.6594,0.6594,90.5,0,0,0,0,rm,1,3,worst,79,10,ef87ca8
15,3,lane-change,-0.02,0,0,0,0,0,0.4589,0.4589,90.5,0,0,0,0,rm,1,3,worst,79,10,ef87ca8
15,3,lane-change,0.03,0,0,0,0,0,0.7428,0.7428,90.5,0,0,0,0,rm,1,3,worst,79,10,ef87ca8
15,3,lane-change,-0.03,0,0,0,0,0,0.4673,0.4673,90.5,0,0,0,0,rm,1,3,worst,79,10,ef87ca8
15,3,lane-change,0.04,24,10,0,0,14,0.8263,0.8263,90.5,0,0,0,0,rm,1,3,worst,79,10,ef87ca8
15,3,lane-change,-0.04,0,0,0,0,0,0.5347,0.4787,90.5,0,0,0,0,rm,1,3,worst,79,10,ef87ca8
15,3,lane-change,0.05,71,34,0,0,37,0.9417,0.9098,90.5,0,0,0,0,rm,1,3,worst,79,10,ef87ca8
15,3,lane-change,-0.05,0,0,0,0,0,0.6361,0.5001,90.5,0,0,0,0,rm,1,3,worst,79,10,ef87ca8
15,3,lane-change,0.06,108,44,0,0,64,1.0741,0.9934,90.5,0,0,0,0,rm,1,3,worst,79,10,ef87ca8
15,3,lane-change,-0.06,0,0,0,0,0,0.7387,0.5833,90.5,0,0,0,0,rm,1,3,worst,79,10,ef87ca8
15,3,lane-change,0.08,172,84,0,0,88,1.3407,1.1606,90.5,0,0,0,0,rm,1,3,worst,79,10,ef87ca8
15,3,lane-change,-0.08,45,9,0,27,9,0.9458,0.8184,90.5,0,0,0,0,rm,1,3,worst,79,10,ef87ca8
15,3,lane-change,0.1,262,133,0,27,102,1.6085,1.3914,90.5,0,0,0,0,rm,1,3,worst,79,10,ef87ca8
15,3,lane-change,-0.1,122,52,0,40,30,1.1541,1.0557,90.5,0,0,0,0,rm,1,3,worst,79,10,ef87ca8
15,3,lane-change,0.12,325,177,0,38,110,1.8768,1.6291,90.5,0,0,0,0,rm,1,3,worst,79,10,ef87ca8
15,3,lane-change,-0.12,224,103,0,58,63,1.3631,1.2942,90.5,0,0,0,0,rm,1,3,worst,79,10,ef87ca8
15,3,lane-change,0.16,536,266,0,65,205,2.4142,2.1072,90.5,0,0,0,0,rm,1,3,worst,79,10,ef87ca8
15,3,lane-change,-0.16,429,195,0,94,140,1.8991,1.7731,90.5,0,0,0,0,rm,1,3,worst,79,10,ef87ca8
15,3,lane-change,0.2,743,326,0,153,264,2.952,2.587,90.5,0,0,0,0,rm,1,3,worst,79,10,ef87ca8
15,3,lane-change,-0.2,634,255,0,142,237,2.437,2.2532,90.5,0,0,0,0,rm,1,3,worst,79,10,ef87ca8
15,3,lane-change,0.25,1007,426,0,251,330,3.6245,3.1878,90.5,0,0,0,0,rm,1,3,worst,79,10,ef87ca8
15,3,lane-change,-0.25,896,355,0,229,312,3.1097,2.8543,90.5,0,0,0,0,rm,1,3,worst,79,10,ef87ca8
15,3,lane-change,0.3,1193,532,0,274,387,4.2973,3.7893,90.5,0,0,0,0,rm,1,3,worst,79,10,ef87ca8
15,3,lane-change,-0.3,1115,464,0,290,361,3.7825,3.456,90.5,0,0,0,0,rm,1,3,worst,79,10,ef87ca8
